SURVEY,YEAR,STRATUM,LENGTH,SPECIES_CODE,FREQUENCY
AI,1997,793,24,30020,7620
AI,1997,793,25,30020,7620
AI,1997,793,26,30020,11430
AI,1997,793,27,30020,26670
AI,1997,793,28,30020,49529
AI,1997,793,29,30020,45720
AI,1997,793,31,30020,15240
AI,1997,793,32,30020,7620
AI,2004,313,20,30020,28872
AI,2004,313,30,30020,134734
AI,2004,313,40,30020,38496
AI,2004,313,11,30020,9624
AI,2004,313,12,30020,9624
AI,2004,313,16,30020,19248
AI,2004,313,17,30020,28872
AI,2016,721,37,30152,41313
AI,2016,794,30,30020,287776
AI,2016,794,36,30020,181941
AI,2016,212,45,30020,62170
AI,2016,212,37,30020,130922
AI,2016,721,33,30152,14522
AI,2016,513,49,30020,906
AI,2016,214,58,30020,15911
AI,1997,722,40,30152,5209
AI,1997,722,50,30152,9188
AI,1997,722,39,30152,4594
AI,1997,722,41,30152,5117
AI,1997,722,42,30152,4880
AI,1997,722,43,30152,4594
AI,1997,722,48,30152,4594
AI,2004,224,22,30020,363267
AI,2004,224,23,30020,350223
AI,2004,224,24,30020,288172
AI,2004,224,25,30020,395629
AI,2004,224,26,30020,490682
AI,2004,224,27,30020,331088
AI,2004,224,28,30020,298851
AI,2004,224,29,30020,373732
AI,2004,224,31,30020,200269
AI,2004,224,32,30020,69232
AI,2004,224,33,30020,122655
AI,2004,224,34,30020,83387
AI,2004,224,35,30020,113871
AI,2004,224,36,30020,98029
AI,2004,224,37,30020,86241
AI,2004,224,38,30020,174722
AI,2004,224,39,30020,100395
AI,2004,224,41,30020,66378
AI,2004,313,18,30020,28872
AI,2004,313,19,30020,38496
AI,2004,313,21,30020,19248
AI,2004,313,22,30020,67367
AI,2004,313,23,30020,57743
AI,2004,313,24,30020,76991
AI,2004,313,25,30020,48119
AI,2004,313,26,30020,67367
AI,2004,313,27,30020,60221
AI,2004,313,28,30020,105863
AI,2004,313,29,30020,134734
AI,2004,313,31,30020,105863
AI,2004,313,32,30020,57743
AI,2004,313,33,30020,57743
AI,2004,313,34,30020,105863
AI,2004,313,35,30020,76991
AI,2004,313,36,30020,28872
AI,2004,313,37,30020,9624
AI,2004,313,38,30020,29422
AI,2004,313,39,30020,9624
AI,2004,313,42,30020,19248
AI,2004,313,43,30020,28872
AI,2004,313,46,30020,9624
AI,2004,313,47,30020,9624
AI,2016,324,43,30020,15585
AI,2016,223,27,30020,22039
AI,2016,423,28,30020,19110
AI,2016,794,33,30020,329603
AI,2004,624,40,30020,13567
AI,2004,624,44,30020,13567
AI,2004,624,49,30020,13567
AI,2004,624,59,30020,13567
AI,2016,224,23,30020,250520
AI,2016,212,42,30020,84429
AI,2016,214,52,30020,40854
AI,2016,613,35,30020,5013
AI,2016,721,34,30152,17861
AI,2016,721,35,30152,23060
AI,2016,614,36,30020,10044
AI,2016,223,42,30020,5095
AI,2016,313,36,30020,49447
AI,2016,612,40,30152,37075
AI,2016,412,38,30152,74434
AI,2016,412,39,30152,86493
AI,2016,324,28,30020,100424
AI,2000,314,20,30020,17735
AI,2016,623,40,30020,8465
AI,2016,624,35,30020,274019
AI,2006,413,46,30152,2892
AI,2006,314,37,30020,170441
AI,2006,221,33,30152,3532
AI,2006,412,50,30152,5265
AI,2006,413,52,30020,12411
AI,2006,324,23,30020,39217
AI,2006,414,25,30020,153331
AI,2006,421,32,30152,89571
AI,2016,323,28,30020,2594
AI,2016,314,13,30020,25822
AI,2016,323,59,30020,1396
AI,2006,324,34,30020,78097
AI,2006,414,27,30020,130311
AI,2006,413,51,30020,14555
AI,2006,614,30,30020,206039
AI,2006,614,32,30020,123615
AI,2006,421,37,30152,44785
AI,2006,424,46,30020,9764
AI,2006,224,23,30020,350706
AI,2006,214,55,30020,27828
AI,2006,594,50,30020,10325
AI,2006,721,33,30152,21902
AI,2006,721,34,30152,21902
AI,2006,614,38,30020,28022
AI,2006,314,43,30020,146358
AI,2006,313,22,30020,20690
AI,2006,214,57,30020,13442
AI,2006,214,39,30020,330873
AI,2006,794,38,30020,54392
AI,2006,213,24,30020,27429
AI,2006,212,33,30020,43374
AI,2006,614,37,30020,49437
AI,2006,614,42,30020,9887
AI,2016,624,51,30020,26435
AI,2016,624,46,30020,27843
AI,2016,214,46,30020,44739
AI,2016,323,36,30020,6513
AI,2016,222,38,30020,6195
AI,2016,224,45,30020,33805
AI,2016,214,29,30020,71099
AI,2016,212,31,30020,116526
AI,2016,213,35,30020,135323
AI,2016,213,40,30020,60215
AI,2016,214,40,30020,156587
AI,2016,213,21,30020,145655
AI,2016,422,43,30152,8524
AI,2016,224,11,30020,40748
AI,2016,312,37,30020,10418
AI,2016,314,35,30020,105047
AI,2006,794,19,30020,88881
AI,2016,794,25,30020,278832
AI,2016,223,28,30020,33887
AI,2016,223,45,30020,8187
AI,2016,213,18,30020,13181
AI,2016,413,39,30020,6489
AI,2016,323,40,30152,1799
AI,2016,212,66,30020,4248
AI,2016,224,40,30020,115300
AI,2016,513,42,30152,944
AI,2004,313,48,30020,9624
AI,2004,313,52,30020,19248
AI,2016,222,23,30020,3984
AI,2016,214,50,30020,22370
AI,2016,612,46,30152,7415
AI,2016,213,28,30020,222359
AI,2016,324,21,30020,109098
AI,2016,613,53,30020,5906
AI,2016,323,27,30020,2594
AI,2016,313,31,30020,90171
AI,2016,412,42,30152,32812
AI,2016,413,32,30020,14513
AI,2004,224,42,30020,161800
AI,2004,224,43,30020,121977
AI,2004,224,44,30020,15321
AI,2004,224,45,30020,103249
AI,2004,224,46,30020,52224
AI,2004,224,47,30020,35216
AI,2004,224,48,30020,102761
AI,2004,224,49,30020,52224
AI,2004,224,51,30020,52224
AI,2004,224,52,30020,19895
AI,2004,224,53,30020,49337
AI,2004,224,54,30020,15321
AI,2004,224,55,30020,15321
AI,2004,224,58,30020,15842
AI,2004,224,59,30020,39790
AI,2004,224,61,30020,19895
AI,2004,224,67,30020,15842
AI,2004,314,20,30020,57981
AI,2004,314,30,30020,125826
AI,2004,314,40,30020,90260
AI,2004,314,15,30020,16139
AI,2004,314,17,30020,16139
AI,2004,314,18,30020,28991
AI,2004,314,21,30020,103111
AI,2004,314,22,30020,16139
AI,2004,314,23,30020,74121
AI,2004,314,24,30020,90260
AI,2004,314,25,30020,164380
AI,2004,314,26,30020,86972
AI,1997,793,43,30152,7620
AI,2004,223,30,30020,6449
AI,2004,223,40,30020,3225
AI,2004,223,50,30020,3225
AI,2004,223,22,30020,3225
AI,2004,223,25,30020,3225
AI,2004,223,31,30020,3225
AI,2004,223,32,30020,7806
AI,2004,223,34,30020,3225
AI,2004,223,35,30020,6449
AI,2004,223,36,30020,3225
AI,2004,223,39,30020,7806
AI,2004,223,41,30020,6626
AI,2004,223,42,30020,7806
AI,2004,223,43,30020,12898
AI,2004,223,44,30020,3225
AI,2004,223,45,30020,6198
AI,2004,223,46,30020,9674
AI,2016,594,41,30020,98227
AI,2016,223,30,30020,5648
AI,2016,212,40,30152,79073
AI,2016,422,37,30152,11365
AI,2016,413,51,30020,10940
AI,2016,794,20,30020,17139
AI,2006,794,41,30020,21845
AI,2016,213,19,30020,21657
AI,2016,223,44,30020,7680
AI,2016,224,20,30020,563526
AI,2016,213,56,30020,4444
AI,2016,614,26,30020,86729
AI,2016,423,25,30020,7676
AI,2016,424,55,30020,25581
AI,2016,323,38,30020,3919
AI,2016,323,43,30020,1311
AI,2016,424,47,30020,26825
AI,2016,422,36,30152,14399
AI,2016,412,41,30020,2026
AI,2016,312,30,30020,20837
AI,2006,413,41,30020,9487
AI,2006,214,15,30020,53167
AI,2006,213,43,30020,23954
AI,2006,223,53,30020,3173
AI,2006,314,26,30020,358954
AI,2006,212,45,30020,5702
AI,2006,224,14,30020,19642
AI,2006,314,38,30020,198198
AI,2006,224,26,30020,362584
AI,2006,324,16,30020,14528
AI,2006,324,36,30020,24441
AI,2006,413,54,30020,8708
AI,2006,324,47,30020,33569
AI,2006,424,29,30020,34538
AI,2006,721,37,30152,16427
AI,2006,623,38,30020,8779
AI,2006,412,40,30152,19238
AI,2006,224,35,30020,140729
AI,2006,614,31,30020,115368
AI,2016,314,38,30020,25822
AI,2016,323,44,30020,1336
AI,2006,794,37,30020,105882
AI,2006,794,13,30020,12697
AI,2006,794,27,30020,129593
AI,2006,424,39,30020,18514
AI,2012,314,25,30020,26908
AI,2012,314,30,30020,107633
AI,2012,314,40,30020,53817
AI,2012,224,42,30020,71687
AI,2012,214,54,30020,10195
AI,2012,313,16,30020,73184
AI,2012,313,60,30020,8153
AI,2012,214,49,30020,81571
AI,2012,222,30,30020,2684
AI,2012,722,43,30152,7682
AI,2012,424,33,30020,83583
AI,2012,324,35,30020,30680
AI,2012,313,49,30020,8021
AI,2012,413,35,30020,32473
AI,2012,594,43,30020,47745
AI,2012,212,46,30020,14602
AI,2012,212,29,30020,85042
AI,2012,214,26,30020,246888
AI,2012,213,28,30020,203615
AI,2012,213,35,30020,90722
AI,2012,213,22,30020,44028
AI,2012,213,24,30020,82889
AI,2012,213,39,30020,79688
AI,2012,214,19,30020,184225
AI,2012,722,29,30152,3664
AI,2012,793,34,30020,15855
AI,2012,314,18,30020,107633
AI,2012,313,38,30020,60904
AI,2012,324,43,30020,9689
AI,2012,594,32,30020,23873
AI,2012,623,37,30020,23077
AI,2012,513,43,30152,7244
AI,2012,413,26,30020,12885
AI,2012,223,31,30020,9468
AI,2004,794,20,30020,54331
AI,2004,794,30,30020,49705
AI,2004,794,40,30020,51099
AI,2004,794,14,30020,19504
AI,2004,794,15,30020,18110
AI,2004,794,16,30020,76623
AI,2004,794,18,30020,19504
AI,2004,794,19,30020,36221
AI,2004,794,21,30020,102647
AI,2004,794,22,30020,130509
AI,2004,794,23,30020,158372
AI,2004,794,24,30020,104986
AI,2004,794,25,30020,68316
AI,2004,794,26,30020,37614
AI,2004,794,27,30020,52993
AI,2004,794,28,30020,32989
AI,2004,794,29,30020,56225
AI,2004,794,31,30020,92946
AI,2004,794,32,30020,91052
AI,2004,794,33,30020,96491
AI,2004,794,34,30020,86370
AI,2004,794,35,30020,98197
AI,2004,794,36,30020,141317
AI,2004,794,37,30020,92570
AI,2004,794,38,30020,54331
AI,2004,794,39,30020,53887
AI,2004,794,41,30020,23361
AI,2004,794,42,30020,54331
AI,2004,794,43,30020,18110
AI,2004,794,44,30020,4938
AI,2004,794,45,30020,42553
AI,2004,794,46,30020,27862
AI,2004,794,47,30020,19504
AI,2004,794,48,30020,9752
AI,2004,794,49,30020,14878
AI,2004,794,51,30020,5126
AI,2004,794,53,30020,8358
AI,2004,794,55,30020,9752
AI,2012,213,58,30020,7404
AI,2012,214,27,30020,335431
AI,2012,214,38,30020,255960
AI,2012,214,43,30020,62713
AI,2012,214,39,30020,226315
AI,2012,214,48,30020,21224
AI,2012,223,49,30020,4875
AI,2012,314,17,30020,26908
AI,2012,314,32,30020,269083
AI,2012,594,44,30020,47745
AI,2012,424,34,30020,192915
AI,2012,224,12,30020,193287
AI,2012,594,24,30020,23873
AI,2012,594,42,30020,95490
AI,2012,594,45,30020,23873
AI,2012,214,62,30020,10195
AI,2002,223,57,30020,3533
AI,2012,721,32,30152,13979
AI,2012,721,34,30152,9320
AI,2012,721,38,30152,13979
AI,2012,793,31,30020,28499
AI,2012,614,25,30020,9793
AI,2012,422,42,30152,7454
AI,2012,412,42,30152,4364
AI,2012,212,24,30020,9939
AI,2012,314,27,30020,26908
AI,2012,594,47,30020,71618
AI,2012,721,36,30152,4660
AI,2012,623,29,30020,7692
AI,2012,324,23,30020,16183
AI,2012,794,23,30020,43566
AI,2012,224,11,30020,154630
AI,2012,794,36,30020,68865
AI,2012,214,44,30020,51274
AI,2012,214,16,30020,72278
AI,2012,413,47,30020,12741
AI,2012,414,37,30020,49668
AI,2012,413,44,30020,22669
AI,2012,413,45,30152,2361
AI,2012,213,43,30020,30615
AI,2012,214,45,30020,91844
AI,2012,794,35,30020,34432
AI,2012,793,28,30020,12644
AI,2012,213,17,30020,22082
AI,2012,313,26,30020,32083
AI,2012,412,48,30152,2960
AI,2012,793,36,30020,3072
AI,2012,414,47,30020,20627
AI,2012,224,36,30020,33030
AI,2012,413,42,30020,7651
AI,2012,213,59,30020,2457
AI,2012,224,17,30020,193287
AI,2012,721,24,30152,4660
AI,2012,722,23,30152,3664
AI,2012,614,24,30020,19586
AI,2012,313,44,30020,20864
AI,2012,214,55,30020,10730
AI,2012,522,39,30152,7007
AI,2012,314,21,30020,26908
AI,2012,314,34,30020,134542
AI,2012,424,43,30020,25748
AI,2012,413,49,30020,7935
AI,2012,224,19,30020,71687
AI,2012,214,31,30020,298346
AI,2012,213,25,30020,160205
AI,2012,413,39,30152,2443
AI,2012,324,45,30020,4844
AI,2012,324,48,30020,6537
AI,2012,212,25,30020,5027
AI,2012,214,46,30020,51756
AI,2012,613,53,30020,5054
AI,2012,414,41,30020,49668
AI,2012,224,21,30020,154630
AI,2012,212,31,30020,138797
AI,2012,212,53,30020,5027
AI,2012,213,47,30020,28209
AI,2012,213,49,30020,43117
AI,2012,213,41,30020,39277
AI,2012,214,61,30020,10195
AI,2012,424,21,30020,19213
AI,2012,413,56,30020,2361
AI,2012,214,52,30020,40491
AI,2012,613,36,30020,4274
AI,2012,613,62,30020,4274
AI,2012,323,48,30020,1132
AI,2012,314,19,30020,26908
AI,2012,313,34,30020,86028
AI,2012,721,25,30152,9308
AI,2012,324,37,30020,23387
AI,2012,313,29,30020,80707
AI,2012,214,37,30020,162962
AI,2012,212,34,30020,148394
AI,2012,214,21,30020,153700
AI,2012,214,41,30020,124265
AI,2012,214,15,30020,112885
AI,2012,721,30,30152,9320
AI,2012,793,42,30020,3072
AI,2012,614,50,30020,9793
AI,2012,313,36,30020,69423
AI,2012,313,40,30020,33145
AI,2012,794,30,30020,51649
AI,2012,794,54,30020,9133
AI,2012,722,39,30152,3841
AI,2012,413,45,30020,10012
AI,2012,213,38,30020,78208
AI,2012,214,14,30020,31954
AI,2012,213,55,30020,21209
AI,2012,214,12,30020,21099
AI,2006,213,49,30020,30290
AI,2006,212,30,30020,50764
AI,2006,794,23,30020,94902
AI,2006,314,47,30020,35411
AI,2006,313,27,30020,252688
AI,2006,224,24,30020,147233
AI,2012,213,44,30020,53698
AI,2012,214,24,30020,256558
AI,2012,214,32,30020,236020
AI,2012,214,23,30020,183267
AI,2012,213,42,30020,67141
AI,2012,224,22,30020,187660
AI,2012,224,47,30020,137747
AI,2012,794,41,30020,8608
AI,2012,223,27,30020,2367
AI,2012,223,34,30020,9468
AI,2012,224,20,30020,110345
AI,2012,794,33,30020,60257
AI,2012,794,28,30020,52174
AI,2012,523,48,30152,3519
AI,2012,623,51,30020,16082
AI,2012,413,40,30020,20308
AI,2012,213,23,30020,66308
AI,2012,213,40,30020,61120
AI,2012,224,43,30020,33030
AI,2012,614,34,30020,19586
AI,2012,313,14,30020,24561
AI,2012,313,30,30020,86028
AI,2012,413,61,30020,2722
AI,1997,623,46,30020,6886
AI,2012,424,24,30020,38426
AI,2012,424,38,30020,12874
AI,2006,421,31,30152,67178
AI,2012,622,41,30152,12378
AI,2012,613,35,30020,5054
AI,2012,614,22,30020,9793
AI,2012,313,27,30020,52384
AI,2012,414,36,30020,20627
AI,2012,313,20,30020,167168
AI,2012,324,53,30020,6537
AI,2012,594,35,30020,47745
AI,2012,214,53,30020,10195
AI,2012,623,24,30020,7692
AI,2012,424,31,30020,57835
AI,2012,223,32,30020,11835
AI,2012,212,44,30020,20486
AI,2012,624,44,30020,15624
AI,2012,313,35,30020,44862
AI,2012,413,40,30152,2443
AI,2012,414,49,30020,14521
AI,2012,224,16,30020,154630
AI,2012,594,37,30020,47745
AI,2006,421,46,30152,44785
AI,2006,423,33,30020,19258
AI,2006,224,20,30020,138482
AI,2006,414,31,30020,97483
AI,2006,223,30,30020,3507
AI,2006,793,32,30020,11209
AI,2012,323,51,30020,1132
AI,2012,594,33,30020,47745
AI,2012,614,36,30020,19586
AI,2012,324,52,30020,11563
AI,2012,324,28,30020,13256
AI,2012,722,33,30152,3974
AI,2012,722,40,30152,3821
AI,2012,623,40,30020,8041
AI,2012,414,27,30020,14521
AI,2012,324,50,30020,11381
AI,2012,614,23,30020,9793
AI,2012,614,28,30020,9793
AI,2012,313,25,30020,52384
AI,2012,414,39,30020,20627
AI,2006,221,40,30152,3010
AI,2006,794,14,30020,12697
AI,2006,621,36,30152,14207
AI,2012,212,36,30020,140368
AI,2012,213,48,30020,49101
AI,2012,213,52,30020,34021
AI,2012,594,58,30020,27727
AI,2012,614,40,30020,9793
AI,2012,414,42,30020,41254
AI,2012,213,56,30020,16335
AI,2012,224,51,30020,33030
AI,2012,224,58,30020,33030
AI,2012,222,37,30020,2684
AI,2012,793,33,30020,9493
AI,2012,414,44,30020,35148
AI,2012,313,19,30020,110026
AI,2012,414,38,30020,49668
AI,2012,324,26,30020,15369
AI,2012,414,33,30020,14521
AI,2012,793,43,30020,3072
AI,2012,424,39,30020,96458
AI,2012,324,30,30020,19377
AI,2012,324,31,30020,16226
AI,2012,413,48,30020,7367
AI,2012,212,51,30020,4728
AI,2012,213,57,30020,29754
AI,2012,722,32,30152,3664
AI,2012,313,15,30020,98244
AI,2012,413,50,30020,15455
AI,2012,224,32,30020,170777
AI,2012,324,64,30020,6537
AI,2012,213,20,30020,20587
AI,2012,213,37,30020,102382
AI,2012,214,40,30020,134388
AI,2012,213,34,30020,148132
AI,2012,424,40,30020,64174
AI,2012,324,33,30020,43281
AI,2012,614,29,30020,9793
AI,2012,623,26,30020,7692
AI,2012,793,26,30020,9633
AI,2012,323,36,30020,1132
AI,2012,623,41,30020,16082
AI,2012,623,46,30020,16082
AI,2012,413,28,30020,32114
AI,2012,413,38,30020,51729
AI,2012,213,31,30020,215036
AI,2012,223,33,30020,9657
AI,2012,794,34,30020,25824
AI,2012,614,41,30020,9793
AI,2012,414,32,30020,20627
AI,2012,213,60,30020,5008
AI,2012,224,48,30020,99090
AI,2012,794,25,30020,43040
AI,2012,614,20,30020,10002
AI,2012,424,25,30020,12874
AI,2012,413,31,30020,34475
AI,2012,224,28,30020,115972
AI,2012,224,18,30020,77315
AI,2012,213,21,30020,79523
AI,2012,212,55,30020,7615
AI,2012,324,39,30020,11824
AI,2012,323,41,30020,1169
AI,2012,313,18,30020,40603
AI,2012,313,48,30020,12280
AI,2012,413,37,30020,19740
AI,2012,223,36,30020,12427
AI,2012,223,30,30020,9607
AI,2012,223,38,30020,7240
AI,2012,721,26,30152,4660
AI,2012,722,35,30152,3974
AI,2012,413,41,30020,19456
AI,2012,214,25,30020,184344
AI,2012,214,35,30020,256077
AI,2012,223,41,30020,2506
AI,2012,222,36,30020,2684
AI,2012,794,37,30020,34083
AI,2012,523,42,30152,3519
AI,2012,614,26,30020,19586
AI,2012,313,32,30020,121808
AI,2012,324,22,30020,15369
AI,2012,324,60,30020,6537
AI,2012,224,6,30020,38657
AI,2012,224,25,30020,590382
AI,2012,412,40,30152,4364
AI,2012,212,38,30020,130025
AI,2012,224,23,30020,187660
AI,2012,224,30,30020,209435
AI,2012,213,54,30020,39022
AI,2012,424,23,30020,38426
AI,2012,623,33,30020,7692
AI,2012,412,39,30152,8728
AI,2012,522,42,30152,7007
AI,2012,424,36,30020,77245
AI,2012,314,33,30020,242175
AI,2012,313,31,30020,81270
AI,2012,324,20,30020,4844
AI,2012,212,27,30020,17668
AI,2012,214,47,30020,112166
AI,2012,721,45,30152,4784
AI,2012,424,20,30020,19213
AI,2012,313,24,30020,101506
AI,2012,223,39,30020,4873
AI,2012,793,32,30020,6422
AI,2012,613,40,30020,5054
AI,2012,314,24,30020,26908
AI,2012,324,34,30020,14533
AI,2012,224,7,30020,38657
AI,2012,793,40,30152,3249
AI,2012,314,45,30020,53817
AI,2012,413,39,30020,17457
AI,2012,413,43,30020,27398
AI,2012,224,15,30020,491292
AI,2012,424,29,30020,51300
AI,2012,313,52,30020,12280
AI,2012,413,33,30020,45282
AI,2012,412,38,30152,4364
AI,2012,223,26,30020,2506
AI,2012,613,44,30020,5054
AI,2002,222,44,30152,2326
AI,2012,224,33,30020,170777
AI,2012,794,32,30020,34432
AI,2012,413,32,30020,42789
AI,2012,213,29,30020,273679
AI,2012,212,41,30020,85579
AI,2012,213,51,30020,21570
AI,2012,413,29,30020,26975
AI,2012,213,45,30020,37619
AI,2012,212,42,30020,19835
AI,2012,213,32,30020,152693
AI,2012,213,53,30020,42583
AI,2012,214,22,30020,145128
AI,2012,214,28,30020,386290
AI,2012,213,19,30020,19544
AI,2012,214,36,30020,238348
AI,2012,213,50,30020,18081
AI,2012,314,29,30020,107633
AI,2012,623,25,30020,7692
AI,2012,224,31,30020,71687
AI,2012,794,38,30020,25824
AI,2012,413,55,30020,4722
AI,2012,224,50,30020,66060
AI,2012,624,42,30020,15624
AI,2012,313,17,30020,52883
AI,2012,324,19,30020,12217
AI,2012,594,55,30020,76975
AI,2012,214,56,30020,20925
AI,2012,412,37,30152,4364
AI,2012,622,44,30152,8252
AI,2012,624,32,30020,15624
AI,2012,214,29,30020,398622
AI,2012,212,35,30020,162373
AI,2012,624,46,30020,31247
AI,2012,424,52,30020,12874
AI,2012,794,16,30020,8608
AI,2012,794,42,30020,34958
AI,2012,412,41,30152,4364
AI,2012,223,29,30020,9468
AI,2012,213,66,30020,2457
AI,2012,214,42,30020,133402
AI,2012,793,34,30152,3249
AI,2012,614,33,30020,19586
AI,2012,594,54,30020,26551
AI,2012,624,38,30020,15624
AI,2012,314,31,30020,269083
AI,2012,313,22,30020,175189
AI,2012,414,34,30020,29041
AI,2012,212,37,30020,69416
AI,2012,214,50,30020,20925
AI,2012,623,32,30020,8041
AI,2012,613,39,30020,10108
AI,2012,224,41,30020,132120
AI,2012,721,22,30152,4648
AI,2012,213,16,30020,2402
AI,2012,622,42,30152,16691
AI,2012,324,42,30020,6718
AI,2012,324,44,30020,16407
AI,2012,224,34,30020,104717
AI,2012,594,48,30020,47745
AI,2012,721,21,30152,4660
AI,2012,213,14,30020,10313
AI,2012,213,27,30020,216900
AI,2012,794,39,30020,25824
AI,2012,794,31,30020,77998
AI,2012,314,49,30020,26908
AI,2012,414,29,30020,76402
AI,2012,413,27,30020,12165
AI,2012,413,30,30020,27903
AI,2012,213,36,30020,87284
AI,2012,212,30,30020,169950
AI,2012,324,32,30020,18281
AI,2012,212,43,30020,12343
AI,2012,212,39,30020,102612
AI,2012,794,22,30020,43566
AI,2012,793,24,30020,3211
AI,2012,793,25,30020,12783
AI,2012,513,41,30152,3384
AI,2012,614,57,30020,9793
AI,2012,424,28,30020,64174
AI,2012,412,44,30152,4364
AI,2012,314,47,30020,25492
AI,2012,414,30,30020,20627
AI,2012,214,58,30020,10730
AI,2012,224,37,30020,66060
AI,1991,423,33,30020,3302
AI,1991,423,41,30020,1651
AI,1991,423,43,30020,1651
AI,1991,314,10,30020,5134
AI,1991,314,20,30020,43108
AI,1991,314,30,30020,47185
