2005,EBS,36.2,103,15.9,87%,0.2,0.7,0.3,0,7.2,1.6,165.2,,,
2006,EBS,46.6,89,4.3,95%,0,1.4,0.4,0.1,0.2,6.9,148.8,,,
2007,EBS,44.9,163.1,5.1,97%,0,1.7,0,0,0.3,1.8,217.1,,,
2008,EBS,15.4,179.1,7.3,96%,0,1,0,0.1,2.2,9.2,214.3,,,
2009,EBS,10.2,177.6,1,99%,0.1,1.1,0.2,0,0.2,2.8,193.3,,,
2010,EBS,33.3,199.5,7.8,96%,0.3,1.4,0.5,0,1.5,23.8,268.3,,,
2011,EBS,46.1,258,1.7,99%,4.6,1.4,0.5,0,3.5,12.7,328.4,,,
2012,EBS,35.9,134.8,9.1,94%,0.1,0.5,2.6,0.1,7.2,17.3,207.6,,,
2013,EBS,33.3,142.7,3,98%,0.6,0.7,0.2,0,4.6,7,192.2,,,
2014,EBS,42.2,245.9,3.4,99%,1.5,1.5,0.1,4.6,1.8,22.8,323.9,,,
2015,EBS,47.7,99.8,2.3,98%,2.3,1.4,0.2,0,1.7,28.5,183.9,,,
2016,EBS,36.4,210.1,9.4,96%,3.1,2.5,0.1,0,6.2,10.2,278.1,,,
2017,EBS,30.2,210.9,1.1,100%,1.7,1.3,1.6,0.3,0.8,11.9,259.8,,,
2018,EBS,38.4,148.6,0.7,100%,0.5,1,0.2,0.1,5.2,16.7,211.4,,,
2019,EBS,88.3,599.7,1.9,100%,3.4,1.3,0.6,0.1,0.7,7.6,703.6,,,
2020,EBS,64.3,247.8,0.4,100%,0.3,0.8,0,0,7.6,33.8,355,,,
2021,EBS,65.4,310.5,0.1,100%,3.4,0.8,0,0,0.2,11.6,391.8,,,
2022,EBS,66.9,456.1,9.4,98%,2,1.6,0.3,0,1,8.8,546.1,,,
Average,EBS,41.8,221,6.1,97%,1.2,1.2,1.8,0.3,2.7,13.2,289.3,,,
,,,,,,,,,,,,,,,
Percentage of the total catch of Other Rockfish species ,,,,,,,,,,,,,,,
since 2003 by target fishery and gear type.,,,,,,,,,,,,,,,
Target fishery,Bottom trawl,Pelagic trawl,Longline,Pot,Jig,Total,,,,,,,,,
Atka mackerel,36.7,0,0,0,0,36.7,,,,,,,,,
Rockfish,19.3,0,0.2,0,0,19.6,,,,,,,,,
Flatfish,9.8,0,4,0,0,13.8,,,,,,,,,
Sablefish,1,0,7.4,0.1,0,8.5,,,,,,,,,
Pacific cod,1.6,0,6.4,0.4,0,8.4,,,,,,,,,
Other,6,0,0.8,0,0,6.8,,,,,,,,,
Halibut,0,0,3.2,0,0,3.2,,,,,,,,,
Pollock,0.3,2.7,0,0,0,3,,,,,,,,,
Total,74.7,2.7,22,0.5,0.1,100,,,,,,,,,
,,,,,,,,,,,,,,,
Sum of total catch (t) of EBS dusky rockfish since 2003 by target fishery and gear type.,,,,,,,,,,,,,,,
Gear,Target fishery,517,519,509,513,514,516,518,521,523,524,508,512,Total (t),% of total
Longline,Pacific cod,23.8,10.1,0.3,3.7,0,0,0.1,200.9,0.7,0.1,0,0,239.7,28.7
Pelagic trawl,Pollock,101.9,41.7,9.7,0.8,0.1,0.1,0,48.6,2.2,0.8,0,0,206,24.6
Bottom trawl,Rockfish,86.4,31.1,0,0,0,0,3.1,37.2,4.6,0,0.2,0,162.5,19.4
Bottom trawl,Atka mackerel,3.5,76.6,0,0,0,0,0,0,0,0,0,0,80.1,9.6
Bottom trawl,Pacific cod,20.9,22.6,6,0,0,0,0,11.4,0.1,0.1,0,0,61.2,7.3
Bottom trawl,Flatfish,10.7,1.2,2.3,1.5,0.1,0,0.4,9.7,0.2,0.3,0,0,26.3,3.1
Pot,Pacific cod,2.9,14.8,6,0,0,0.1,0.7,0,0,0,0,0,24.6,2.9
Longline,Halibut,0.1,3,0,0.2,0.4,0,6.3,3.5,0.2,2.9,0,0,16.5,2
Bottom trawl,Pollock,0.9,2.3,0.2,0.1,0,0,0,4.8,0,0,0,0,8.3,1
Bottom trawl,Other,2.8,3.9,0,0,0,0,0,0.3,0,0,0,0,7,0.8
Longline,Flatfish,0,0,0,0,0,0,0,2.2,0.1,0,0,0,2.2,0.3
Jig,Rockfish,0,0.1,0,0,0.6,0,0.1,0,0,0,0,0,0.7,0.1
Pelagic trawl,Pacific cod,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0
Bottom trawl,Sablefish,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0.2,0
Jig,Pacific cod,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
Longline,Sablefish,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
Pelagic trawl,Atka mackerel,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pelagic trawl,Rockfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pot,Rockfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Longline,Rockfish,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (t),NA,254.2,207.7,24.4,6.4,1.1,0.3,10.8,318.7,8,4.2,0.2,0,835.8,100
,,,,,,,,,,,,,,,
Sum of total catch (t) of AI dusky rockfish since 2003 by target fishery and gear type.,,,,,,,,,,,,,,,
Gear,Target fishery,541,542,543,Total (t),% of total,,,,,,,,,
Bottom trawl,Atka mackerel,3575.5,824.9,280.8,4681.3,80.3,,,,,,,,,
Bottom trawl,Rockfish,395.5,284.6,186.9,866.9,14.9,,,,,,,,,
Longline,Pacific cod,54.4,72.7,26.5,153.5,2.6,,,,,,,,,
Bottom trawl,Pacific cod,52.2,6.2,3.6,62,1.1,,,,,,,,,
Bottom trawl,Other,30.8,0,0,30.8,0.5,,,,,,,,,
Bottom trawl,Flatfish,26.4,0,0,26.4,0.5,,,,,,,,,
Longline,Halibut,2.8,1.4,0.3,4.5,0.1,,,,,,,,,
Pot,Pacific cod,1.8,1.1,0,2.9,0,,,,,,,,,
Longline,Sablefish,1.5,0.1,0,1.7,0,,,,,,,,,
Longline,Other,0,0.2,0.2,0.4,0,,,,,,,,,
Longline,Flatfish,0,0.3,0,0.3,0,,,,,,,,,
Bottom trawl,Pollock,0.2,0,0,0.2,0,,,,,,,,,
Longline,Rockfish,0,0.1,0,0.1,0,,,,,,,,,
Pelagic trawl,Pollock,0.1,0,0,0.1,0,,,,,,,,,
Pot,Sablefish,0,0,0,0,0,,,,,,,,,
Pelagic trawl,Rockfish,0,0,0,0,0,,,,,,,,,
Total (t),NA,4141.2,1191.6,498.3,5831,100,,,,,,,,,
,,,,,,,,,,,,,,,
Sum of total catch (t) of EBS shortspine thornyhead since 2003 by target fishery and gear type.,,,,,,,,,,,,,,,
Gear,Target fishery,517,519,509,513,514,518,521,523,524,508,530,516,Total (t),% of total
Bottom trawl,Flatfish,1007.7,127.3,0.1,6.8,0.1,24.3,157.1,106.7,13.9,0,0,0,1444,32.7
Bottom trawl,Other,635.5,145,0,0,0,6.3,63.4,19,4.2,0,0,0,873.4,19.8
Bottom trawl,Rockfish,300,187.1,0,0,0,1.1,102.3,50.5,0,0,0,0,641,14.5
Longline,Flatfish,34.2,1.8,0,0,0,12.4,349,113.6,5.2,0,0,0,516.2,11.7
Pelagic trawl,Pollock,126.8,59.1,0.7,0.3,0,0,1.6,0.7,0.2,0,0,0,189.5,4.3
Longline,Halibut,13.8,25.8,0,1.9,1.6,77,39.1,11.5,10.9,0,0,0,181.5,4.1
Bottom trawl,Sablefish,114.7,43.5,0,0,0,0.1,0.3,1.9,0,0,0,0,160.6,3.6
Longline,Sablefish,37.4,29,0,0,0.2,77.7,4.8,4.5,0.1,0.4,0.2,0,154.3,3.5
Bottom trawl,Pacific cod,50.4,28.3,0.1,0,0,0,1.2,0,0,0,0,0,80,1.8
Longline,Pacific cod,6.5,1.9,0,0,0,0.8,50.1,5,0.3,0,0,0,64.6,1.5
Bottom trawl,Atka mackerel,16.6,29.5,0,0,0,0,0,0,0,0,0,0,46.1,1
Bottom trawl,Pollock,26.2,3.4,0.1,0,0,0.2,7.1,0.9,0.1,0,0,0,38,0.9
Longline,Other,1.8,0.4,0,0,0,0.3,1.2,7.9,0,0,0,0,11.5,0.3
Pot,Sablefish,0.8,4.3,0,0,0,5.8,0,0,0,0,0,0,11,0.2
Longline,Rockfish,0.6,1.5,0,0,0,1.4,0.7,2.3,0.5,0,0,0,7.1,0.2
Pot,Flatfish,0,0,0,0,0,0.1,0,0,0,0,0,0,0.1,0
Pot,Halibut,0,0,0,0,0,0,0.1,0,0,0,0,0,0.1,0
Jig,Halibut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pot,Pacific cod,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Total (t),NA,2373,687.9,1,9.1,1.9,207.7,778.2,324.5,35.5,0.4,0.2,0,4419.2,100
,,,,,,,,,,,,,,,
Sum of total catch (t) of AI shortspine thornyhead since 2003 by target fishery and gear type.,,,,,,,,,,,,,,,
Gear,Target fishery,541,542,543,Total (t),% of total,,,,,,,,,
Bottom trawl,Rockfish,41.3,389.3,626.5,1057.2,39.5,,,,,,,,,
Longline,Sablefish,436.3,322.4,140,898.6,33.6,,,,,,,,,
Bottom trawl,Atka mackerel,10.5,87.2,151.9,249.5,9.3,,,,,,,,,
Longline,Halibut,91.1,94.2,23.3,208.5,7.8,,,,,,,,,
Longline,Pacific cod,28.8,15.2,41.9,85.9,3.2,,,,,,,,,
Longline,Flatfish,7.7,69,0,76.8,2.9,,,,,,,,,
Longline,Other,5.8,40.2,0,46,1.7,,,,,,,,,
Longline,Rockfish,5.5,6.8,12.6,24.9,0.9,,,,,,,,,
Bottom trawl,Flatfish,17.8,0,0,17.8,0.7,,,,,,,,,
Bottom trawl,Other,5.8,0,0,5.8,0.2,,,,,,,,,
Pot,Sablefish,4.5,0.2,1,5.8,0.2,,,,,,,,,
Bottom trawl,Pacific cod,0.7,0,0.4,1,0,,,,,,,,,
Bottom trawl,Pollock,0.3,0.1,0,0.4,0,,,,,,,,,
Jig,Pacific cod,0,0,0,0,0,,,,,,,,,
Pot,Pacific cod,0,0,0,0,0,,,,,,,,,
Pot,Rockfish,0,0,0,0,0,,,,,,,,,
Total (t),NA,656.2,1024.6,997.6,2678.3,100,,,,,,,,,
,,,,,,,,,,,,,,,
Retained and discarded catch of Other Rockfish species since 2003 in the Aleutian Islands and Bering Sea. ,,,,,,,,,,,,,,,
Area,Year,Discarded,Retained,Total catch,Percent discarded,,,,,,,,,,
AI,2003,187,202,389,48%,,,,,,,,,,
,2004,166,165,331,50%,,,,,,,,,,
,2005,95,186,281,34%,,,,,,,,,,
,2006,177,245,422,42%,,,,,,,,,,
,2007,218,212,430,51%,,,,,,,,,,
,2008,114,268,382,30%,,,,,,,,,,
,2009,116,256,372,31%,,,,,,,,,,
,2010,124,373,497,25%,,,,,,,,,,
,2011,143,474,617,23%,,,,,,,,,,
,2012,98,613,711,14%,,,,,,,,,,
,2013,152,445,597,25%,,,,,,,,,,
,2014,147,442,589,25%,,,,,,,,,,
,2015,65,402,467,14%,,,,,,,,,,
,2016,41,449,490,9%,,,,,,,,,,
,2017,102,466,568,18%,,,,,,,,,,
,2018,197,578,775,25%,,,,,,,,,,
,2019,255,315,570,45%,,,,,,,,,,
,2020,394,346,740,53%,,,,,,,,,,
,2021,277,333,610,45%,,,,,,,,,,
,2022,133,320,453,29%,,,,,,,,,,
EBS,2003,44,251,295,15%,,,,,,,,,,
,2004,73,229,302,24%,,,,,,,,,,
,2005,21,144,165,13%,,,,,,,,,,
,2006,26,123,149,18%,,,,,,,,,,
,2007,73,144,217,34%,,,,,,,,,,
,2008,70,144,214,33%,,,,,,,,,,
,2009,23,170,193,12%,,,,,,,,,,
,2010,66,203,269,24%,,,,,,,,,,
,2011,50,278,328,15%,,,,,,,,,,
,2012,44,163,207,21%,,,,,,,,,,
,2013,47,146,193,24%,,,,,,,,,,
,2014,67,256,323,21%,,,,,,,,,,
,2015,67,116,183,37%,,,,,,,,,,
,2016,85,193,278,31%,,,,,,,,,,
,2017,58,202,260,22%,,,,,,,,,,
,2018,60,151,211,28%,,,,,,,,,,
,2019,161,542,703,23%,,,,,,,,,,
,2020,99,256,355,28%,,,,,,,,,,
,2021,90,302,392,23%,,,,,,,,,,
,2022,176,370,546,32%,,,,,,,,,,
