Collection Year,Collection Agency,Collection Name,OBS Gear Code,FMP Area,Reporting Area,ADFG Region,ADFG Statistical Area,Agency Species Code Type,Species Code,Species Group Code,Species Group Name,Number Animals,Weight,Record Count,Contact,Date Received from AKR
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,795200,AKR,143,ROCK,Other Rockfish,0,5,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,795230,AKR,143,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,805103,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,805201,AKR,143,ROCK,Other Rockfish,0,8,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,805201,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,805202,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,815131,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,815133,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,815134,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,815202,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,825132,AKR,143,ROCK,Other Rockfish,0,17,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,542,,825201,AKR,143,ROCK,Other Rockfish,0,17,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,835200,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,845130,AKR,143,ROCK,Other Rockfish,0,17,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,845202,AKR,143,ROCK,Other Rockfish,0,17,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,855200,AKR,143,ROCK,Other Rockfish,0,39,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,855200,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,855231,AKR,143,ROCK,Other Rockfish,0,156,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,855231,AKR,167,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,855231,AKR,172,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,855233,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865203,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865204,AKR,143,ROCK,Other Rockfish,0,33,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865204,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865232,AKR,143,ROCK,Other Rockfish,0,22,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865232,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865233,AKR,143,ROCK,Other Rockfish,0,39,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,865233,AKR,172,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,875231,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,875232,AKR,143,ROCK,Other Rockfish,0,106,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,875232,AKR,167,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,875232,AKR,172,ROCK,Other Rockfish,0,3,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,875301,AKR,143,ROCK,Other Rockfish,0,11,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,AI,543,,895300,AKR,143,ROCK,Other Rockfish,0,6,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,513,,695631,AKR,143,ROCK,Other Rockfish,0,10,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,517,,665500,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,517,,675430,AKR,143,ROCK,Other Rockfish,0,14,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,517,,685600,AKR,143,ROCK,Other Rockfish,0,4,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,517,,695600,AKR,143,ROCK,Other Rockfish,0,14,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,518,,675333,AKR,143,ROCK,Other Rockfish,0,1,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,518,,695301,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,519,,655409,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,519,,665401,AKR,143,ROCK,Other Rockfish,0,24,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,IPHC,IPHC Annual Longline Survey,8,BS,521,,705600,AKR,143,ROCK,Other Rockfish,0,2,1,"Jason Gasper, NMFS, jason.gasper@noaa.gov",2022-10-17 06:00:18
2010,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,139,ROCK,Other Rockfish,1,1.213,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2010,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,143,ROCK,Other Rockfish,916,945.988,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2010,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,145,ROCK,Other Rockfish,1,2.884,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2010,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,153,ROCK,Other Rockfish,2,3.551,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2010,NMFS,AFSC Annual Longline Survey,,AI,541,,,AKR,172,ROCK,Other Rockfish,8,10.788,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2010,NMFS,AFSC Annual Longline Survey,,AI,542,,,AKR,143,ROCK,Other Rockfish,937,740.955,1,"Cara Rodgveller , NMFS, cara.rodgveller@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,139,ROCK,Other Rockfish,1,0.006,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,142,ROCK,Other Rockfish,1,2,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,143,ROCK,Other Rockfish,112,73.416,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,166,ROCK,Other Rockfish,1,0.73,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,172,ROCK,Other Rockfish,25,33.632,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,541,,,AKR,176,ROCK,Other Rockfish,3,1.054,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,143,ROCK,Other Rockfish,944,394.156,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,153,ROCK,Other Rockfish,1,1.09,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,172,ROCK,Other Rockfish,87,77.196,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,542,,,AKR,176,ROCK,Other Rockfish,5,2.39,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,143,ROCK,Other Rockfish,2965,1586.538,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,172,ROCK,Other Rockfish,2,3.38,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,AI,543,,,AKR,176,ROCK,Other Rockfish,3,1.252,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,143,ROCK,Other Rockfish,268,108.684,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,518,,,AKR,172,ROCK,Other Rockfish,11,14.75,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,143,ROCK,Other Rockfish,38,17.92,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Aleutian Island Bottom Trawl Survey,1,BS,519,,,AKR,172,ROCK,Other Rockfish,7,6.062,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Bottom Trawl Survey,1,BS,517,,,AKR,176,ROCK,Other Rockfish,1,0.14,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Bottom Trawl Survey,1,BS,523,,,AKR,172,ROCK,Other Rockfish,1,1.76,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,139,ROCK,Other Rockfish,1,0.772,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,143,ROCK,Other Rockfish,8601,5138.484,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,153,ROCK,Other Rockfish,1,0.256,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,157,ROCK,Other Rockfish,1,0.772,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,172,ROCK,Other Rockfish,15,22,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,517,,,AKR,175,ROCK,Other Rockfish,1,0.698,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
2010,NMFS,Bering Sea Slope Survey,1,BS,518,,,AKR,143,ROCK,Other Rockfish,261,202.37,1,"Jeff Napp,  NMFS, jeff.napp@noaa.gov",2022-10-17 06:00:18
