species_code,year,length,frequency,source
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,2,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,2,BSAI fishery
30020,2002,33,2,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,2,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,33,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,3,BSAI fishery
30020,2002,34,2,BSAI fishery
30020,2002,34,2,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,2,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,2,BSAI fishery
30020,2002,34,3,BSAI fishery
30020,2002,34,4,BSAI fishery
30020,2002,34,3,BSAI fishery
30020,2002,34,2,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,4,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,2,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,34,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,4,BSAI fishery
30020,2002,35,2,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,2,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,2,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,1,BSAI fishery
30020,2002,35,3,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,2,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,2,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,2,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,2,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,2,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,36,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,3,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,2,BSAI fishery
30020,2002,37,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,2,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,38,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,2,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,2,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,2,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,39,1,BSAI fishery
30020,2002,40,2,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,2,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,3,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,2,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,2,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,2,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,1,BSAI fishery
30020,2002,40,2,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,2,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,2,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,2,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,2,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,2,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,41,1,BSAI fishery
30020,2002,42,2,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,2,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,2,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,42,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,2,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,2,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,2,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,2,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,43,1,BSAI fishery
30020,2002,44,2,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,2,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,2,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,2,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,44,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,2,BSAI fishery
30020,2002,45,3,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,2,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,2,BSAI fishery
30020,2002,45,2,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,2,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,45,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,2,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,2,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,2,BSAI fishery
30020,2002,46,2,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,2,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,46,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,2,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,2,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,3,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,4,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,2,BSAI fishery
30020,2002,47,2,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,47,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,2,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,2,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,2,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,48,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,2,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,2,BSAI fishery
30020,2002,49,4,BSAI fishery
30020,2002,49,2,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,49,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,2,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,2,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,2,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,50,3,BSAI fishery
30020,2002,50,2,BSAI fishery
30020,2002,50,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,3,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,2,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,2,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,2,BSAI fishery
30020,2002,51,2,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,51,1,BSAI fishery
30020,2002,52,2,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,2,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,2,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,52,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,2,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,2,BSAI fishery
30020,2002,53,2,BSAI fishery
30020,2002,53,2,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,1,BSAI fishery
30020,2002,53,2,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,2,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,2,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,54,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,2,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,2,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,55,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,2,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,56,1,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,57,2,BSAI fishery
30020,2002,57,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,2,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,58,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,59,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,3,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,60,1,BSAI fishery
30020,2002,61,1,BSAI fishery
30020,2002,61,1,BSAI fishery
30020,2002,61,1,BSAI fishery
30020,2002,61,1,BSAI fishery
30020,2002,61,1,BSAI fishery
30020,2002,61,1,BSAI fishery
30020,2002,62,1,BSAI fishery
30020,2002,62,1,BSAI fishery
30020,2002,62,1,BSAI fishery
30020,2002,62,1,BSAI fishery
30020,2002,62,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,63,1,BSAI fishery
30020,2002,64,1,BSAI fishery
30020,2002,64,1,BSAI fishery
30020,2002,65,2,BSAI fishery
30020,2002,65,1,BSAI fishery
30020,2002,66,1,BSAI fishery
30020,2002,66,1,BSAI fishery
30020,2002,67,1,BSAI fishery
30020,2002,67,1,BSAI fishery
30020,2002,67,1,BSAI fishery
30020,2002,67,1,BSAI fishery
30020,2002,67,1,BSAI fishery
30020,2002,69,1,BSAI fishery
30020,2003,17,1,BSAI fishery
30020,2003,18,1,BSAI fishery
30020,2003,19,1,BSAI fishery
30020,2003,19,1,BSAI fishery
30020,2003,20,1,BSAI fishery
30020,2003,20,1,BSAI fishery
30020,2003,20,2,BSAI fishery
30020,2003,21,1,BSAI fishery
30020,2003,21,1,BSAI fishery
30020,2003,21,1,BSAI fishery
30020,2003,21,1,BSAI fishery
30020,2003,21,2,BSAI fishery
