Biomass estimates for BSAI Other Rockfish from AI/EBS trawl surveys and Random Effects Model
Contact: jane.sullivan@noaa.gov
Estimates generated 2020-11-24

Survey biomass estimates (t) with estimated variance and 95% confidence intervals.
The reported CV was used as an input to random effects models. Biomass estimates of zero were treated as NAs in the model.
No SSTs occur on the EBS Shelf, so this species X region combination is not reported or estimated in subsequent RE models.
species,region,year,biomass,var,cv,lci,uci
non-SST,SBS,2013,NA,NA,NA,NA,NA
non-SST,SBS,2014,232.2,13585.0814444416,0.501959765576995,3.75208716872288,460.647912831277
non-SST,SBS,2015,NA,NA,NA,NA,NA
non-SST,SBS,2016,217.8,13816.4822980355,0.539685645680374,0,448.185325913204
non-SST,SBS,2017,NA,NA,NA,NA,NA
non-SST,SBS,2018,1638.5,1604569.62673325,0.773094952556745,0,4121.26351633788
non-SST,SBS,2019,NA,NA,NA,NA,NA
non-SST,EBS_SHELF,1982,0,0,0,0,0
non-SST,EBS_SHELF,1983,0,0,0,0,0
non-SST,EBS_SHELF,1984,17.75,315.1367,1.00011774748157,0,52.5440964348839
non-SST,EBS_SHELF,1985,36.17,1308.2141,0.999979056074072,0,107.06171521807
non-SST,EBS_SHELF,1986,0,0,0,0,0
non-SST,EBS_SHELF,1987,49.72,2472.0651,0.999997309952247,0,147.170937851618
non-SST,EBS_SHELF,1988,0,0,0,0,0
non-SST,EBS_SHELF,1989,0,0,0,0,0
non-SST,EBS_SHELF,1990,0,0,0,0,0
non-SST,EBS_SHELF,1991,857.4,653352.7356,0.942736620965996,0,2441.67266247984
non-SST,EBS_SHELF,1992,13.75,188.9268,0.999641059547818,0,40.6903265548137
non-SST,EBS_SHELF,1993,86.07,7408.2826,1.00001604324059,0,254.769906449767
non-SST,EBS_SHELF,1994,46.61,2172.4267,0.999984948048326,0,137.964224919924
non-SST,EBS_SHELF,1995,75.58,2819.253,0.702522338074453,0,179.649411090868
non-SST,EBS_SHELF,1996,35.63,1269.4358,0.999975935059316,0,105.46311942968
non-SST,EBS_SHELF,1997,126.24,15935.8139,0.999977294057392,0,373.664781859538
non-SST,EBS_SHELF,1998,537.59,133355.6633,0.679288950605752,0,1253.34073603405
non-SST,EBS_SHELF,1999,397.58,88955.8431,0.750175213766129,0,982.159136518709
non-SST,EBS_SHELF,2000,0,0,0,0,0
non-SST,EBS_SHELF,2001,0,0,0,0,0
non-SST,EBS_SHELF,2002,0,0,0,0,0
non-SST,EBS_SHELF,2003,55.35,1495.4727,0.698669234008834,0,131.145830520682
non-SST,EBS_SHELF,2004,0,0,0,0,0
non-SST,EBS_SHELF,2005,36.32,1319.1748,1.0000122806306,0,107.508074223707
non-SST,EBS_SHELF,2006,356.64,91264.8934,0.847074921672117,0,948.757568127682
non-SST,EBS_SHELF,2007,0,0,0,0,0
non-SST,EBS_SHELF,2008,0,0,0,0,0
non-SST,EBS_SHELF,2009,121.56,4939.5792,0.57816831177034,0,259.312994358453
non-SST,EBS_SHELF,2010,56.95,2746.2071,0.920180264226829,0,159.662361453527
non-SST,EBS_SHELF,2011,55.82,3116.0498,1.00002846674258,0,165.230314466599
non-SST,EBS_SHELF,2012,36.63,1341.8309,1.00002757540495,0,108.426779770683
non-SST,EBS_SHELF,2013,39.73,1578.848,1.00011881031295,0,117.610051854117
non-SST,EBS_SHELF,2014,28.25,797.9894,0.999954200533161,0,83.6174640835211
non-SST,EBS_SHELF,2015,142.91,20422.5609,0.999982686264541,0,423.008750360368
non-SST,EBS_SHELF,2016,20.06,402.2318,0.999786509935853,0,59.3692060830539
non-SST,EBS_SHELF,2017,169.32,15140.1885,0.726703716640326,0,410.489127671018
non-SST,EBS_SHELF,2018,1592.69,1242751.4219,0.699940109444454,0,3777.67372130573
non-SST,EBS_SHELF,2019,0,0,0,0,0
non-SST,EBS_SLOPE,1982,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1983,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1984,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1985,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1986,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1987,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1988,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1989,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1990,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1991,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1992,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1993,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1994,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1995,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1996,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1997,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1998,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,1999,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2000,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2001,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2002,37.6897185228707,251.570628573351,0.420830369491804,6.60220130570802,68.7772357400333
non-SST,EBS_SLOPE,2003,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2004,31.3031293095729,119.396542467193,0.349066458641599,9.8864592242873,52.7197993948586
non-SST,EBS_SLOPE,2005,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2006,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2007,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2008,27.422995622848,152.96564011029,0.451005719898073,3.18185697286525,51.6641342728308
non-SST,EBS_SLOPE,2009,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2010,147.207764883758,10671.8563112196,0.70176105984571,0,349.684932004353
non-SST,EBS_SLOPE,2011,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2012,51.9057765810881,647.832248128443,0.490360623190685,2.01878063615037,101.792772526026
non-SST,EBS_SLOPE,2013,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2014,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2015,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2016,30.4594012343731,103.656109040111,0.334253596984032,10.5043189622177,50.4144835065284
non-SST,EBS_SLOPE,2017,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2018,NA,NA,NA,NA,NA
non-SST,EBS_SLOPE,2019,NA,NA,NA,NA,NA
SST,AI,1982,NA,NA,NA,NA,NA
SST,AI,1983,NA,NA,NA,NA,NA
SST,AI,1984,NA,NA,NA,NA,NA
SST,AI,1985,NA,NA,NA,NA,NA
SST,AI,1986,NA,NA,NA,NA,NA
SST,AI,1987,NA,NA,NA,NA,NA
SST,AI,1988,NA,NA,NA,NA,NA
SST,AI,1989,NA,NA,NA,NA,NA
SST,AI,1990,NA,NA,NA,NA,NA
SST,AI,1991,6153.3,2169951.56229813,0.239396022515818,3266.0719311207,9040.5280688793
SST,AI,1992,NA,NA,NA,NA,NA
SST,AI,1993,NA,NA,NA,NA,NA
SST,AI,1994,6243.8,1003939.06768931,0.160474005913621,4279.943507678,8207.656492322
SST,AI,1995,NA,NA,NA,NA,NA
SST,AI,1996,NA,NA,NA,NA,NA
SST,AI,1997,8894.4,2607491.87931535,0.181549403186298,5729.4448970676,12059.3551029324
SST,AI,1998,NA,NA,NA,NA,NA
SST,AI,1999,NA,NA,NA,NA,NA
SST,AI,2000,10648.5,3930331.88572109,0.186177063952001,6762.78732763395,14534.2126723661
SST,AI,2001,NA,NA,NA,NA,NA
SST,AI,2002,14244.2,8440892.51245111,0.203965221840027,8549.77003064994,19938.6299693501
SST,AI,2003,NA,NA,NA,NA,NA
SST,AI,2004,17334.7,10958358.309947,0.190966161332815,10846.4314109624,23822.9685890376
SST,AI,2005,NA,NA,NA,NA,NA
SST,AI,2006,17877.8,4719275.30003436,0.121513234667526,13619.9169587914,22135.6830412086
SST,AI,2007,NA,NA,NA,NA,NA
SST,AI,2008,NA,NA,NA,NA,NA
SST,AI,2009,NA,NA,NA,NA,NA
SST,AI,2010,18074.6,8314093.5897688,0.159528675541297,12423.1026820801,23726.0973179199
SST,AI,2011,NA,NA,NA,NA,NA
SST,AI,2012,14443.4,4793811.7628471,0.151590173303949,10152.0240821674,18734.7759178326
SST,AI,2013,NA,NA,NA,NA,NA
SST,AI,2014,17610.9,18538041.3755054,0.244483960648823,9171.95813812291,26049.8418618771
SST,AI,2015,NA,NA,NA,NA,NA
SST,AI,2016,16541,7175278.7001286,0.16194130160146,11290.8047032121,21791.1952967879
SST,AI,2017,NA,NA,NA,NA,NA
SST,AI,2018,13215.7,6950954.59282381,0.199495017889709,8048.22603646695,18383.173963533
SST,AI,2019,NA,NA,NA,NA,NA
SST,SBS,1982,NA,NA,NA,NA,NA
SST,SBS,1983,NA,NA,NA,NA,NA
SST,SBS,1984,NA,NA,NA,NA,NA
SST,SBS,1985,NA,NA,NA,NA,NA
SST,SBS,1986,NA,NA,NA,NA,NA
SST,SBS,1987,NA,NA,NA,NA,NA
SST,SBS,1988,NA,NA,NA,NA,NA
SST,SBS,1989,NA,NA,NA,NA,NA
SST,SBS,1990,NA,NA,NA,NA,NA
SST,SBS,1991,187.4,11725.0186851253,0.577812835743843,0,399.632965820057
SST,SBS,1992,NA,NA,NA,NA,NA
SST,SBS,1993,NA,NA,NA,NA,NA
SST,SBS,1994,1070.8,309828.03468975,0.519818813460122,0,2161.77909148807
SST,SBS,1995,NA,NA,NA,NA,NA
SST,SBS,1996,NA,NA,NA,NA,NA
SST,SBS,1997,1545.1,1120300.40034146,0.685031674798659,0,3619.64718383356
SST,SBS,1998,NA,NA,NA,NA,NA
SST,SBS,1999,NA,NA,NA,NA,NA
SST,SBS,2000,1051.3,250561.284718872,0.476135232599159,70.2004987382683,2032.39950126173
SST,SBS,2001,NA,NA,NA,NA,NA
SST,SBS,2002,1012,168037.821458393,0.405063404641282,208.548635625925,1815.45136437407
SST,SBS,2003,NA,NA,NA,NA,NA
SST,SBS,2004,945.4,275954.786614506,0.555652621743044,0,1975.01541764791
SST,SBS,2005,NA,NA,NA,NA,NA
SST,SBS,2006,967.9,281672.348213815,0.548329507414601,0,2008.12713524412
SST,SBS,2007,NA,NA,NA,NA,NA
SST,SBS,2008,NA,NA,NA,NA,NA
SST,SBS,2009,NA,NA,NA,NA,NA
SST,SBS,2010,1052.3,594280.794218763,0.732582056637088,0,2563.25635247045
SST,SBS,2011,NA,NA,NA,NA,NA
SST,SBS,2012,451.8,120304.904954001,0.767706893994347,0,1131.62595042503
SST,SBS,2013,NA,NA,NA,NA,NA
SST,SBS,2014,2567.2,2951799.98144608,0.669242878888695,0,5934.63742461879
SST,SBS,2015,NA,NA,NA,NA,NA
SST,SBS,2016,1607.4,738928.625149851,0.534782616127105,0,3292.23477123891
SST,SBS,2017,NA,NA,NA,NA,NA
SST,SBS,2018,1604.8,1198170.50278621,0.682084838660512,0,3750.23510820148
SST,SBS,2019,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1982,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1983,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1984,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1985,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1986,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1987,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1988,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1989,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1990,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1991,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1992,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1993,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1994,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1995,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1996,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1997,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1998,NA,NA,NA,NA,NA
SST,EBS_SLOPE,1999,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2000,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2001,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2002,16940.3469423163,3839838.26873871,0.115673577046277,13099.6279089598,20781.0659756728
SST,EBS_SLOPE,2003,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2004,18792.7758829193,2830310.39980233,0.0895212420369847,15495.3647117305,22090.1870541081
SST,EBS_SLOPE,2005,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2006,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2007,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2008,26054.643271377,10528665.1080001,0.124537896102435,19694.8539762122,32414.4325665418
SST,EBS_SLOPE,2009,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2010,29334.4963124175,11694812.3740226,0.116578374029024,22631.7512616159,36037.2413632191
SST,EBS_SLOPE,2011,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2012,29564.6369185906,9929460.50106529,0.106583573355759,23388.4718090026,35740.8020281786
SST,EBS_SLOPE,2013,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2014,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2015,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2016,35947.6045676151,17027871.8431635,0.114791632111806,27859.6955379155,44035.5135973147
SST,EBS_SLOPE,2017,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2018,NA,NA,NA,NA,NA
SST,EBS_SLOPE,2019,NA,NA,NA,NA,NA

Biomass estimates (t) with 95% confidence intervals from the random effects model by species group,
region, and combined regions as region = TOTAL.
species,year,region,re_est,re_lci,re_uci
non-SST,1982,AI,471.056,7.22583,30708.4
non-SST,1983,AI,471.056,9.11441,24345.4
non-SST,1984,AI,471.056,11.6651,19022
non-SST,1985,AI,471.056,15.196,14602.2
non-SST,1986,AI,471.056,20.2387,10963.9
non-SST,1987,AI,471.056,27.7438,7997.96
non-SST,1988,AI,471.056,39.5782,5606.46
non-SST,1989,AI,471.056,59.9733,3699.88
non-SST,1990,AI,471.056,101.299,2190.48
non-SST,1991,AI,471.056,236.277,939.127
non-SST,1992,AI,396.413,111.888,1404.47
non-SST,1993,AI,333.598,89.1558,1248.24
non-SST,1994,AI,280.737,108.753,724.698
non-SST,1995,AI,364.859,94.1634,1413.74
non-SST,1996,AI,474.189,120.913,1859.64
non-SST,1997,AI,616.28,226.977,1673.3
non-SST,1998,AI,757.427,200.454,2861.98
non-SST,1999,AI,930.901,267.828,3235.58
non-SST,2000,AI,1144.11,631.911,2071.46
non-SST,2001,AI,844.76,293.379,2432.41
non-SST,2002,AI,623.735,359.743,1081.45
non-SST,2003,AI,879.233,299.848,2578.14
non-SST,2004,AI,1239.39,618.7,2482.77
non-SST,2005,AI,1783.55,528.422,6019.93
non-SST,2006,AI,2566.64,805.598,8177.3
non-SST,2007,AI,1779.97,402.374,7874.03
non-SST,2008,AI,1234.42,268.009,5685.6
non-SST,2009,AI,856.074,231.723,3162.67
non-SST,2010,AI,593.691,332.5,1060.06
non-SST,2011,AI,430.749,149.735,1239.15
non-SST,2012,AI,312.528,179.753,543.377
non-SST,2013,AI,788.658,249.937,2488.56
non-SST,2014,AI,1990.17,687.675,5759.64
non-SST,2015,AI,1835.16,570.617,5902.04
non-SST,2016,AI,1692.23,942.363,3038.77
non-SST,2017,AI,1279.4,441.79,3705.07
non-SST,2018,AI,967.284,535.751,1746.41
non-SST,2019,AI,967.284,216.909,4313.5
non-SST,2020,AI,967.284,127.034,7365.26
non-SST,1982,EBS_SHELF,25.9878,2.57584,262.193
non-SST,1983,EBS_SHELF,25.9878,4.04862,166.814
non-SST,1984,EBS_SHELF,25.9878,7.42097,91.008
non-SST,1985,EBS_SHELF,34.0616,10.8643,106.789
non-SST,1986,EBS_SHELF,42.7805,10.8919,168.03
non-SST,1987,EBS_SHELF,53.7312,15.8418,182.242
non-SST,1988,EBS_SHELF,71.3053,14.9995,338.975
non-SST,1989,EBS_SHELF,94.6276,18.173,492.731
non-SST,1990,EBS_SHELF,125.578,26.9507,585.138
non-SST,1991,EBS_SHELF,166.652,51.7518,536.654
non-SST,1992,EBS_SHELF,62.2831,21.8399,177.619
non-SST,1993,EBS_SHELF,68.0479,24.6056,188.189
non-SST,1994,EBS_SHELF,62.9274,23.1389,171.134
non-SST,1995,EBS_SHELF,72.0095,29.2736,177.135
non-SST,1996,EBS_SHELF,77.6543,28.3874,212.425
non-SST,1997,EBS_SHELF,145.577,54.2095,390.938
non-SST,1998,EBS_SHELF,301.96,121.885,748.085
non-SST,1999,EBS_SHELF,296.485,109.639,801.75
non-SST,2000,EBS_SHELF,210.692,49.8677,890.175
non-SST,2001,EBS_SHELF,149.724,31.2838,716.58
non-SST,2002,EBS_SHELF,106.399,24.8577,455.42
non-SST,2003,EBS_SHELF,75.6103,26.9407,212.204
non-SST,2004,EBS_SHELF,79.044,21.7663,287.047
non-SST,2005,EBS_SHELF,82.6335,27.8941,244.794
non-SST,2006,EBS_SHELF,154.82,53.3429,449.343
non-SST,2007,EBS_SHELF,135.794,34.0586,541.416
non-SST,2008,EBS_SHELF,119.105,31.3388,452.668
non-SST,2009,EBS_SHELF,104.468,44.0763,247.606
non-SST,2010,EBS_SHELF,70.7579,26.916,186.011
non-SST,2011,EBS_SHELF,57.0401,20.8041,156.391
non-SST,2012,EBS_SHELF,46.6928,16.8174,129.641
non-SST,2013,EBS_SHELF,45.4082,16.3061,126.45
non-SST,2014,EBS_SHELF,48.5498,17.3473,135.876
non-SST,2015,EBS_SHELF,76.2365,27.6708,210.041
non-SST,2016,EBS_SHELF,76.638,27.2423,215.597
non-SST,2017,EBS_SHELF,199.529,80.1618,496.642
non-SST,2018,EBS_SHELF,628.474,215.519,1832.69
non-SST,2019,EBS_SHELF,628.474,110.187,3584.63
non-SST,2020,EBS_SHELF,628.474,68.4267,5772.31
non-SST,1982,EBS_SLOPE,36.8031,0.0757527,17880.1
non-SST,1983,EBS_SLOPE,36.8031,0.0883975,15322.5
non-SST,1984,EBS_SLOPE,36.8031,0.103572,13077.5
non-SST,1985,EBS_SLOPE,36.8031,0.121886,11112.5
non-SST,1986,EBS_SLOPE,36.8031,0.144126,9397.79
non-SST,1987,EBS_SLOPE,36.8031,0.171318,7906.18
non-SST,1988,EBS_SLOPE,36.8031,0.204813,6613.19
non-SST,1989,EBS_SLOPE,36.8031,0.246422,5496.55
non-SST,1990,EBS_SLOPE,36.8031,0.298596,4536.13
non-SST,1991,EBS_SLOPE,36.8031,0.364717,3713.75
non-SST,1992,EBS_SLOPE,36.8031,0.449541,3013
non-SST,1993,EBS_SLOPE,36.8031,0.559904,2419.11
non-SST,1994,EBS_SLOPE,36.8031,0.705902,1918.78
non-SST,1995,EBS_SLOPE,36.8031,0.902924,1500.09
non-SST,1996,EBS_SLOPE,36.8031,1.17539,1152.36
non-SST,1997,EBS_SLOPE,36.8031,1.56401,866.024
non-SST,1998,EBS_SLOPE,36.8031,2.14139,632.519
non-SST,1999,EBS_SLOPE,36.8031,3.04952,444.158
non-SST,2000,EBS_SLOPE,36.8031,4.60813,293.93
non-SST,2001,EBS_SLOPE,36.8031,7.73988,174.999
non-SST,2002,EBS_SLOPE,36.8031,17.589,77.0067
non-SST,2003,EBS_SLOPE,34.2524,11.4426,102.531
non-SST,2004,EBS_SLOPE,31.8785,17.1716,59.1815
non-SST,2005,EBS_SLOPE,32.0741,8.78383,117.118
non-SST,2006,EBS_SLOPE,32.2708,7.46791,139.45
non-SST,2007,EBS_SLOPE,32.4687,8.56266,123.118
non-SST,2008,EBS_SLOPE,32.6678,15.2428,70.0126
non-SST,2009,EBS_SLOPE,52.3264,16.1134,169.924
non-SST,2010,EBS_SLOPE,83.815,31.5197,222.875
non-SST,2011,EBS_SLOPE,67.2052,20.3971,221.43
non-SST,2012,EBS_SLOPE,53.887,24.0532,120.725
non-SST,2013,EBS_SLOPE,47.0659,12.2257,181.192
non-SST,2014,EBS_SLOPE,41.1083,9.44767,178.869
non-SST,2015,EBS_SLOPE,35.9048,9.80076,131.536
non-SST,2016,EBS_SLOPE,31.36,16.8193,58.4713
non-SST,2017,EBS_SLOPE,31.36,6.94146,141.677
non-SST,2018,EBS_SLOPE,31.36,4.07918,241.089
non-SST,2019,EBS_SLOPE,31.36,2.68223,366.652
non-SST,2020,EBS_SLOPE,31.36,1.87599,524.229
non-SST,1982,SBS,69.2393,0.936731,5117.89
non-SST,1983,SBS,69.2393,1.17313,4086.57
non-SST,1984,SBS,69.2393,1.48866,3220.4
non-SST,1985,SBS,69.2393,1.91912,2498.06
non-SST,1986,SBS,69.2393,2.52257,1900.48
non-SST,1987,SBS,69.2393,3.39868,1410.57
non-SST,1988,SBS,69.2393,4.73232,1013.05
non-SST,1989,SBS,69.2393,6.90678,694.113
non-SST,1990,SBS,69.2393,10.8728,440.925
non-SST,1991,SBS,69.2393,20.0066,239.625
non-SST,1992,SBS,78.05,18.3712,331.596
non-SST,1993,SBS,87.9818,23.0122,336.379
non-SST,1994,SBS,99.1775,44.0304,223.395
non-SST,1995,SBS,106.68,29.5642,384.948
non-SST,1996,SBS,114.751,32.0756,410.522
non-SST,1997,SBS,123.432,57.1328,266.666
non-SST,1998,SBS,98.8196,28.1058,347.448
non-SST,1999,SBS,79.1152,23.103,270.927
non-SST,2000,SBS,63.3398,33.7455,118.888
non-SST,2001,SBS,87.8568,29.8994,258.16
non-SST,2002,SBS,121.863,65.3539,227.235
non-SST,2003,SBS,396.199,120.754,1299.95
non-SST,2004,SBS,1288.11,400.589,4141.97
non-SST,2005,SBS,931.903,237.027,3663.9
non-SST,2006,SBS,674.2,204.266,2225.26
non-SST,2007,SBS,455.208,100.419,2063.5
non-SST,2008,SBS,307.348,64.6949,1460.13
non-SST,2009,SBS,207.516,53.1017,810.953
non-SST,2010,SBS,140.111,65.7352,298.641
non-SST,2011,SBS,144.347,45.6345,456.585
non-SST,2012,SBS,148.71,63.0641,350.672
non-SST,2013,SBS,182.104,57.1425,580.333
non-SST,2014,SBS,222.995,100.914,492.765
non-SST,2015,SBS,249.927,78.7186,793.506
non-SST,2016,SBS,280.112,120.607,650.565
non-SST,2017,SBS,509.517,145.906,1779.28
non-SST,2018,SBS,926.796,289.119,2970.93
non-SST,2019,SBS,926.796,153.07,5611.51
non-SST,2020,SBS,926.796,96.2532,8923.87
non-SST,1982,TOTAL,603.086,1.94183,187304
non-SST,1983,TOTAL,603.086,2.29415,158539
non-SST,1984,TOTAL,603.086,2.72433,133506
non-SST,1985,TOTAL,611.16,3.30425,113041
non-SST,1986,TOTAL,619.879,4.04497,94994.6
non-SST,1987,TOTAL,630.83,5.00989,79432.1
non-SST,1988,TOTAL,648.404,6.37874,65910.7
non-SST,1989,TOTAL,671.726,8.34303,54083
