YEAR,NMFS_AREA,GEAR,SPECIES_CODE,LENGTH,SEX,FREQUENCY,SAMPLE_SYSTEM
2004,541,1,330,44,M,1,NA
2004,541,1,330,45,M,1,NA
2004,541,1,330,46,M,2,NA
2004,542,1,330,42,F,1,NA
2004,542,1,330,40,M,1,NA
2010,542,1,330,41,F,1,10
2017,521,8,350,40,F,1,9
2017,521,8,350,42,F,1,9
2017,521,8,350,38,F,1,9
2017,521,8,350,34,F,1,9
2004,541,1,330,43,M,1,NA
2010,543,1,330,42,M,1,10
2010,543,1,330,46,F,1,10
2011,519,1,350,41,M,2,10
2011,519,1,350,43,M,2,10
2011,519,1,350,44,M,1,10
2011,519,1,350,46,M,1,10
2011,519,1,350,49,M,1,10
2011,519,1,350,53,M,1,10
2011,519,1,350,54,M,1,10
2011,519,1,350,59,M,1,10
2011,519,1,350,38,F,1,10
2011,519,1,350,39,F,1,10
2011,519,1,350,43,F,2,10
2011,519,1,350,51,F,1,10
2011,519,1,350,55,F,1,10
2011,519,1,350,30,M,2,6
2011,519,1,350,34,M,1,6
2011,519,1,350,37,M,1,6
2011,519,1,350,38,M,3,6
2011,519,1,350,39,M,1,6
2011,519,1,350,41,M,1,6
2011,519,1,350,42,M,1,6
2011,519,1,350,46,M,1,6
2011,519,1,350,53,M,1,6
2011,519,1,350,34,F,1,6
2011,519,1,350,36,F,1,6
2011,519,1,350,38,F,1,6
2011,519,1,350,41,F,1,6
2011,519,1,350,42,F,2,6
2011,519,1,350,44,F,1,6
2011,519,1,350,16,U,1,6
2011,519,1,350,38,M,1,6
2011,519,1,350,39,M,1,6
2011,519,1,350,40,M,1,6
2011,519,1,350,41,M,1,6
2015,543,8,350,51,F,1,9
2015,543,8,350,57,F,1,9
2015,543,8,350,59,F,1,9
2015,543,8,350,64,F,1,9
2015,543,8,350,65,F,2,9
2015,543,8,350,43,M,1,9
2015,543,8,350,48,M,1,9
2015,543,8,350,52,M,1,9
2015,543,8,350,54,M,1,9
2015,543,8,350,55,M,1,9
2015,543,8,350,42,F,1,10
2015,543,8,350,43,F,1,10
2015,543,8,350,45,F,1,10
2015,543,8,350,48,F,1,10
2015,543,8,350,53,F,1,10
2015,543,8,350,65,F,1,10
2015,543,8,350,37,M,1,10
2015,543,8,350,43,M,1,10
2015,543,8,350,45,M,1,10
2015,543,8,350,49,M,1,10
2011,519,1,350,42,M,1,6
2011,519,1,350,43,M,2,6
2011,519,1,350,47,M,1,6
2011,519,1,350,48,M,1,6
2011,519,1,350,59,M,1,6
2011,519,1,350,38,F,1,6
2011,519,1,350,40,F,1,6
2011,519,1,350,42,F,1,6
2011,519,1,350,43,F,1,6
2011,519,1,350,44,F,1,6
2011,519,1,350,39,M,1,10
2011,519,1,350,42,M,2,10
2011,519,1,350,40,M,2,10
2009,519,1,350,32,M,1,2
2009,519,1,350,34,M,2,2
2009,519,1,350,35,M,1,2
2009,519,1,350,36,M,1,2
2009,519,1,350,32,F,1,2
2009,519,1,350,34,F,1,2
2009,519,1,350,36,F,1,2
2009,519,1,350,37,F,2,2
2009,519,1,350,38,F,1,2
2009,519,1,350,39,F,2,2
2009,519,1,350,40,F,1,2
2009,519,1,350,41,F,1,2
2009,519,1,350,42,F,1,2
2009,519,1,350,45,F,1,2
2009,519,1,350,36,M,1,2
2009,519,1,350,37,M,1,2
2009,519,1,350,39,M,1,2
2009,519,1,350,40,M,1,2
2009,519,1,350,41,M,2,2
2009,519,1,350,42,M,2,2
2009,519,1,350,35,F,1,2
2009,519,1,350,37,F,1,2
2009,519,1,350,38,F,2,2
2009,519,1,350,39,F,2,2
2009,519,1,350,41,F,2,2
2009,519,1,350,44,F,3,2
2009,519,1,350,45,F,1,2
2011,519,1,350,45,F,1,6
2011,519,1,350,47,F,1,6
2009,542,8,350,36,U,1,2
2009,542,8,350,51,U,1,2
2009,542,8,350,37,M,1,2
2009,542,8,350,38,M,1,2
2009,542,8,350,44,M,1,2
2009,542,8,350,36,U,2,2
2009,542,8,350,38,U,1,2
2009,542,8,350,39,U,1,2
2009,542,8,350,28,M,1,2
2009,542,8,350,41,M,1,2
2009,542,8,350,43,M,1,2
2009,542,8,350,35,F,1,2
2009,542,8,350,40,F,1,2
2009,542,8,350,35,U,1,2
2009,542,8,350,39,U,1,2
2011,541,1,330,46,F,1,10
2011,541,1,330,40,M,1,10
2011,541,1,330,43,M,1,10
2011,542,1,330,40,M,1,10
2011,542,1,350,47,M,1,10
2011,542,1,350,55,M,1,10
2011,542,1,350,48,F,1,10
2014,523,8,350,42,F,1,10
2014,523,8,350,68,M,1,10
2014,541,8,350,55,F,1,5
2014,541,8,350,44,F,1,5
2014,541,8,350,45,F,1,5
2014,541,8,350,51,M,2,10
2014,541,8,350,55,M,1,10
2014,541,8,350,47,F,3,10
2014,541,8,350,69,F,1,10
2014,541,8,350,70,F,1,10
2014,541,8,350,52,F,1,10
2010,518,8,350,41,M,1,10
2010,518,8,350,42,M,1,10
2010,518,8,350,45,M,1,10
2010,518,8,350,47,M,1,10
2010,518,8,350,48,M,1,10
2010,518,8,350,42,F,1,10
2010,518,8,350,43,F,1,10
2010,518,8,350,44,F,1,10
2010,518,8,350,47,F,1,10
2010,518,8,350,50,F,1,10
2010,518,8,350,53,F,1,10
2010,518,8,350,54,F,1,10
2010,521,8,350,41,F,1,10
2010,521,8,350,43,F,1,10
2010,521,8,350,38,M,1,10
2010,521,8,350,33,M,1,10
2011,541,1,330,41,M,1,10
2011,541,1,330,46,M,1,10
2011,521,1,330,44,M,1,10
2011,521,1,330,47,F,1,10
2011,542,1,330,40,M,1,10
2010,542,8,350,46,F,1,6
2010,542,8,350,47,F,1,6
2010,542,8,350,52,F,1,6
2010,542,8,350,53,F,1,6
2010,542,8,350,55,F,2,6
2010,542,8,350,57,F,1,6
2010,542,8,350,58,F,1,6
2010,542,8,350,59,F,2,6
2010,517,8,350,33,M,1,6
2010,517,8,350,34,M,1,6
2010,517,8,350,35,M,2,6
2011,541,1,330,46,F,1,10
2011,541,1,330,42,M,1,10
2011,541,1,330,44,F,1,10
2011,541,1,330,45,M,1,10
2011,541,1,330,43,F,1,10
2011,541,1,330,44,M,1,10
2011,541,1,330,48,M,1,10
2011,541,1,330,42,F,1,10
2011,541,1,330,44,F,1,10
2011,541,1,330,43,M,1,10
2011,541,1,330,40,F,1,10
2011,541,1,330,45,M,1,10
2011,541,1,330,45,F,1,10
2011,541,1,330,44,M,1,10
2011,541,1,330,39,F,1,10
2011,541,1,330,42,F,1,10
2011,541,1,330,45,M,1,10
2011,541,1,330,46,F,1,10
2011,541,1,330,43,F,1,10
2011,541,1,330,45,F,1,10
2011,541,1,330,43,F,1,10
2011,541,1,330,46,M,1,10
2011,541,1,330,41,F,1,10
2011,541,1,330,44,F,1,10
2011,541,1,330,45,F,1,10
2011,541,1,330,44,M,1,10
2011,541,1,330,42,M,1,10
2011,541,1,330,47,F,2,10
2011,541,1,330,39,F,1,10
2011,541,1,330,43,F,1,10
2011,541,1,330,41,M,1,10
2011,541,1,330,40,F,2,10
2011,517,1,330,43,F,1,10
2011,517,1,330,51,F,1,10
2011,541,1,330,40,M,1,10
2011,541,1,330,46,F,1,10
2011,541,1,330,39,F,1,10
2011,541,1,330,42,F,1,10
2015,518,8,330,44,F,1,10
2015,518,8,330,41,F,1,10
2015,518,8,330,44,F,1,10
2015,518,8,330,49,M,1,10
2011,541,1,330,42,M,1,10
2016,541,1,330,48,F,1,10
2008,541,1,330,43,M,4,2
2008,541,1,330,39,M,1,2
2008,541,1,330,41,M,2,2
2008,541,1,330,45,M,1,2
2008,541,1,330,48,F,1,2
2008,541,1,330,43,F,3,2
2008,541,1,330,44,F,1,2
2008,541,1,330,46,F,3,2
2008,541,1,330,45,F,1,2
2008,541,1,330,43,F,2,2
2008,541,1,330,44,F,2,2
2008,541,1,330,37,F,1,2
2008,541,1,330,42,F,1,2
2008,541,1,330,46,F,1,2
2008,541,1,330,45,F,1,2
2008,541,1,330,42,M,2,2
2008,541,1,330,44,M,1,2
2008,541,1,330,41,M,2,2
2008,541,1,330,41,F,1,2
2008,541,1,330,42,F,2,2
2008,541,1,330,43,F,5,2
2008,541,1,330,46,F,1,2
2008,541,1,330,44,F,3,2
2008,541,1,330,43,F,2,2
2008,541,1,330,37,F,1,2
2008,541,1,330,47,F,1,2
2008,541,1,330,39,F,1,2
2008,541,1,330,44,M,2,2
2008,541,1,330,43,M,1,2
2008,541,1,330,40,M,1,2
2008,541,1,330,45,M,1,2
2008,541,1,330,44,F,1,2
2008,541,1,330,45,F,2,2
2008,541,1,330,33,F,1,2
2008,541,1,330,41,M,1,2
2008,541,1,330,42,M,3,2
2008,541,1,330,40,M,2,2
2008,541,1,330,43,M,2,2
2008,541,1,330,44,F,1,2
2008,541,1,330,40,F,2,2
2008,541,1,330,38,F,1,2
2008,541,1,330,45,F,2,2
2008,541,1,330,43,F,1,2
2008,541,1,330,46,F,1,2
2008,541,1,330,41,M,1,2
2008,541,1,330,44,M,1,2
2008,541,1,330,42,M,3,2
2008,541,1,330,46,M,1,2
2008,541,1,330,40,M,1,2
2009,542,1,330,47,F,1,2
2016,541,1,330,41,F,1,10
2009,542,1,330,47,M,1,2
2016,541,1,330,40,F,1,10
2016,541,1,330,49,F,1,6
2011,541,1,330,43,F,1,10
2008,517,1,350,46,F,1,2
2008,517,1,350,36,M,1,2
2008,517,1,350,43,M,1,2
2012,541,1,330,41,M,1,10
2012,541,1,330,40,F,1,10
2012,541,1,330,42,F,1,10
2012,541,1,330,44,M,1,10
2012,541,1,330,45,F,1,10
2012,541,1,330,42,F,1,10
2009,543,1,350,23,F,1,2
2009,543,1,350,31,M,1,2
2013,541,8,350,47,F,1,5
2013,541,8,350,49,F,1,5
2013,541,8,350,58,F,1,10
2013,541,8,350,68,F,1,10
2013,541,8,350,52,M,1,5
2013,541,8,350,56,M,1,5
2013,541,8,350,58,M,1,5
2013,541,8,350,51,F,1,5
2013,543,8,350,49,M,2,9
2013,543,8,350,50,M,1,9
2013,543,8,350,63,F,1,9
2013,543,8,350,66,F,1,9
2013,543,8,350,31,M,1,9
2013,543,8,350,36,M,1,9
2013,543,8,350,39,M,2,9
2013,543,8,350,40,M,1,9
2013,543,8,350,41,M,1,9
2013,543,8,350,41,F,1,9
2013,543,8,350,39,M,1,9
2013,543,8,350,48,M,1,9
2013,543,8,350,49,M,1,9
2013,543,8,350,50,M,2,9
2013,543,8,350,53,M,4,9
2013,543,8,350,54,M,1,9
2013,543,8,350,59,M,1,9
2013,543,8,350,63,M,1,9
2013,543,8,350,43,F,1,9
2013,543,8,350,49,F,2,9
2013,543,8,350,52,F,1,9
2013,543,8,350,54,F,2,9
2013,543,8,350,55,F,1,9
2013,543,8,350,60,F,1,9
2013,543,8,350,56,F,2,9
2013,543,8,350,40,M,1,9
2013,543,8,350,41,M,1,9
2013,543,8,350,42,M,2,9
2013,543,8,350,44,M,1,9
2013,543,8,350,45,M,1,9
2013,543,8,350,46,M,1,9
2013,543,8,350,47,M,1,9
2013,543,8,350,30,F,1,9
2013,543,8,350,40,F,1,9
2013,543,8,350,42,F,1,9
2013,543,8,350,43,F,2,9
2013,543,8,350,44,F,1,9
2013,543,8,350,47,F,1,9
2013,543,8,350,53,F,1,9
2013,543,8,350,55,F,1,9
2013,543,8,350,56,F,2,9
2013,543,8,350,61,F,1,9
2013,543,8,350,51,M,1,9
2013,543,8,350,53,M,1,9
2013,543,8,350,34,F,1,9
2013,543,8,350,40,F,1,9
2013,543,8,350,43,F,1,9
2013,543,8,350,44,F,1,9
2013,543,8,350,49,F,1,9
2013,543,8,350,50,F,1,9
2013,543,8,350,58,F,1,9
2013,543,8,350,59,F,1,9
2013,543,8,350,62,F,1,9
2013,543,8,350,68,F,1,9
2013,543,8,350,63,M,1,9
2013,543,8,350,67,M,1,9
2013,543,8,350,68,M,1,9
2013,543,8,350,47,F,2,9
2013,543,8,350,53,F,2,9
2013,543,8,350,54,F,1,9
2013,543,8,350,68,F,1,9
2013,543,8,350,40,M,1,9
2013,543,8,350,64,M,1,9
2013,543,8,350,29,F,1,9
2013,543,8,350,48,F,2,9
2013,543,8,350,50,F,2,9
2013,543,8,350,37,M,1,9
2013,543,8,350,43,M,1,9
2013,543,8,350,54,M,1,9
2013,543,8,350,56,M,1,9
2013,543,8,350,61,M,1,9
2013,543,8,350,62,M,1,9
2013,543,8,350,24,F,1,9
2013,543,8,350,31,F,1,9
2013,543,8,350,37,F,1,9
2013,543,8,350,39,F,1,9
2013,543,8,350,40,F,2,9
2013,543,8,350,46,F,1,9
2013,543,8,350,51,F,1,9
2013,543,8,350,39,M,1,9
2013,543,8,350,42,M,1,9
2013,543,8,350,45,M,1,9
2013,543,8,350,47,M,1,9
2013,543,8,350,49,M,1,9
2013,543,8,350,35,F,2,9
2013,543,8,350,36,F,1,9
2013,543,8,350,52,F,1,9
2013,543,8,350,55,F,1,9
2013,543,8,350,56,F,2,9
2013,543,8,350,57,F,1,9
2013,543,8,350,64,F,1,9
2013,543,8,350,33,M,2,9
2013,543,8,350,39,M,1,9
2013,543,8,350,46,M,1,9
2013,543,8,350,47,M,1,9
2013,543,8,350,55,M,2,9
2013,543,8,350,56,M,1,9
2013,543,8,350,33,F,1,9
2013,543,8,350,43,F,2,9
2013,543,8,350,44,F,2,9
2013,543,8,350,48,F,1,9
2013,543,8,350,56,F,1,9
2013,543,8,350,59,F,1,9
2013,543,8,350,60,F,1,9
2013,543,8,350,61,F,1,9
2013,543,8,350,65,F,1,9
2013,543,8,350,66,F,1,9
2013,543,8,350,32,M,1,9
2013,543,8,350,35,M,1,9
2013,543,8,350,37,M,2,9
2013,543,8,350,38,M,1,9
2013,543,8,350,39,M,1,9
2013,543,8,350,40,M,2,9
2013,543,8,350,55,F,1,9
2013,543,8,350,59,F,1,9
2013,543,8,350,60,F,2,9
2013,543,8,350,63,F,2,9
2013,543,8,350,35,M,1,9
2013,543,8,350,40,M,2,9
2013,543,8,350,44,M,1,9
2013,543,8,350,45,M,1,9
2013,543,8,350,46,M,1,9
2013,543,8,350,49,M,1,9
2013,543,8,350,55,M,1,9
2013,543,8,350,56,M,1,9
2013,543,8,350,40,F,1,9
2013,543,8,350,43,F,1,9
2013,543,8,350,48,F,1,9
2013,543,8,350,50,F,1,9
2013,543,8,350,63,F,1,9
2013,543,8,350,45,M,3,9
2013,543,8,350,48,M,1,9
2013,543,8,350,50,M,1,9
2013,543,8,350,55,M,1,9
2013,543,8,350,56,M,1,9
2013,543,8,350,40,F,1,9
2013,543,8,350,48,F,1,9
2013,543,8,350,41,F,1,9
2013,543,8,350,42,F,1,9
2013,543,8,350,43,F,2,9
2013,543,8,350,46,F,1,9
2013,543,8,350,50,F,1,9
2013,543,8,350,54,F,1,9
2013,543,8,350,56,F,1,9
2013,523,8,350,44,F,1,5
2013,523,8,350,42,F,1,10
2013,523,8,350,49,M,1,10
2013,523,8,350,44,F,1,10
2013,523,8,350,49,F,1,10
2013,523,8,350,42,F,1,10
2011,542,8,350,43,M,2,9
2011,542,8,350,49,M,1,9
2011,542,8,350,35,F,2,9
2011,542,8,350,40,F,1,9
2011,542,8,350,44,F,1,9
2011,542,8,350,47,F,1,9
2011,542,8,350,48,F,1,9
2011,542,8,350,50,F,1,9
2011,542,8,350,54,F,1,9
2011,542,8,350,56,F,1,9
2011,542,8,350,31,M,1,9
2011,542,8,350,34,M,1,9
2011,542,8,350,38,M,1,9
2011,542,8,350,39,M,1,9
2019,542,1,330,41,M,1,10
2019,542,1,330,46,F,1,10
2019,542,1,330,43,M,1,10
2019,542,1,330,42,M,1,10
2019,542,1,330,39,M,1,10
2019,542,1,330,42,F,1,10
2019,542,1,330,40,F,1,10
2019,542,1,330,41,M,1,10
2011,542,8,350,33,M,2,9
2011,542,8,350,35,M,1,9
2011,542,8,350,40,M,1,9
2011,542,8,350,43,M,1,9
2011,542,8,350,47,M,1,9
2011,542,8,350,49,M,1,9
2011,542,8,350,51,M,1,9
2011,542,8,350,30,F,1,9
2011,542,8,350,32,F,1,9
2011,542,8,350,36,F,1,9
2011,542,8,350,38,F,1,9
2011,542,8,350,39,F,1,9
2011,542,8,350,43,F,1,9
2011,542,8,350,47,F,1,9
2019,542,1,330,41,F,1,10
2019,542,1,330,48,F,1,10
2019,542,1,330,40,M,1,10
2019,542,1,330,45,F,1,10
2019,542,1,330,46,F,1,10
2019,542,1,330,39,M,1,10
2019,542,1,330,42,M,1,10
2011,542,8,350,51,F,1,9
2011,542,8,350,53,F,1,9
2011,542,8,350,55,F,1,9
2011,542,8,350,57,F,1,9
2011,542,8,350,30,M,2,9
2011,542,8,350,31,M,2,9
2011,542,8,350,33,M,1,9
2011,542,8,350,35,M,2,9
2011,542,8,350,41,M,2,9
2019,542,1,330,39,F,1,10
2010,518,8,350,46,M,2,6
2010,518,8,350,48,M,1,6
2010,518,8,350,50,M,1,6
2010,518,8,350,52,M,1,6
2010,518,8,350,53,M,1,6
2010,518,8,350,54,M,2,6
2010,518,8,350,55,M,1,6
2010,518,8,350,57,M,2,6
2010,518,8,350,45,F,1,6
2010,518,8,350,49,F,2,6
2010,518,8,350,50,F,1,6
2010,518,8,350,51,F,1,6
2010,518,8,350,53,F,1,6
2010,518,8,350,54,F,2,6
2010,518,8,350,55,F,2,6
2010,518,8,350,56,F,1,6
2010,518,8,350,57,F,2,6
2010,518,8,350,59,F,2,6
2010,518,8,350,60,F,3,6
2010,518,8,350,62,F,1,6
2010,518,8,350,63,F,1,6
2010,518,8,350,78,F,1,6
2010,518,8,350,62,M,1,10
2010,518,8,350,45,M,1,10
2010,518,8,350,49,M,1,10
2010,518,8,350,50,M,1,10
2010,518,8,350,51,M,2,10
2010,518,8,350,58,M,2,10
2010,518,8,350,43,F,1,10
2010,518,8,350,48,F,1,10
2010,518,8,350,49,F,2,10
2010,518,8,350,52,F,2,10
2010,518,8,350,53,F,2,10
2010,518,8,350,55,F,3,10
2010,518,8,350,59,F,1,10
2010,518,8,350,39,M,1,6
2010,518,8,350,43,M,1,6
2010,518,8,350,44,M,1,6
2010,518,8,350,45,M,3,6
2010,518,8,350,46,M,1,6
2010,518,8,350,47,M,2,6
2010,518,8,350,48,M,1,6
2010,518,8,350,49,M,3,6
2010,518,8,350,51,M,1,6
2010,518,8,350,52,M,2,6
2010,518,8,350,53,M,1,6
2010,518,8,350,56,M,1,6
2010,518,8,350,57,M,1,6
2010,518,8,350,46,F,2,6
2010,518,8,350,49,F,3,6
2010,518,8,350,53,F,2,6
2010,518,8,350,54,F,1,6
2010,518,8,350,60,F,1,6
2010,518,8,350,66,F,1,6
2010,518,8,350,45,M,1,6
2012,521,1,350,32,M,1,6
2012,521,1,350,39,M,1,6
2012,521,1,350,40,M,2,6
2012,521,1,350,41,M,1,6
2012,521,1,350,42,M,1,6
2012,521,1,350,46,M,1,6
2012,521,1,350,35,F,1,6
2012,521,1,350,37,F,3,6
2012,521,1,350,38,F,1,6
2012,521,1,350,44,F,1,6
2012,521,1,350,45,F,1,6
2012,521,1,350,48,F,1,6
2012,521,1,350,27,U,1,6
2012,523,1,350,25,M,2,10
2012,523,1,350,26,M,1,10
2012,523,1,350,30,M,2,10
2012,523,1,350,32,M,2,10
2012,523,1,350,33,M,2,10
2012,523,1,350,45,M,1,10
2012,523,1,350,58,M,1,10
2012,523,1,350,26,F,1,10
2012,523,1,350,29,F,3,10
2012,523,1,350,30,F,1,10
2012,523,1,350,31,F,2,10
2012,523,1,350,33,F,3,10
2012,523,1,350,34,F,1,10
2013,517,8,350,47,M,2,5
2013,517,8,350,51,M,1,5
2013,517,8,350,53,F,1,5
2013,517,8,350,70,F,1,5
2013,517,8,350,57,F,1,5
2013,517,8,350,53,M,1,5
2013,543,8,350,40,M,1,9
2013,543,8,350,50,M,1,9
2013,543,8,350,44,M,1,9
2013,543,8,350,42,M,1,9
2013,543,8,350,35,M,1,9
2013,543,8,350,55,F,2,9
2013,543,8,350,40,F,2,9
2013,543,8,350,63,F,2,9
2013,543,8,350,42,F,1,9
2013,543,8,350,52,F,1,9
2013,543,8,350,54,F,1,9
2013,543,8,350,44,F,1,9
2013,543,8,350,46,F,2,9
2013,543,8,350,32,F,1,9
2013,543,8,350,37,F,1,9
2013,543,8,350,53,M,1,9
2013,543,8,350,56,M,2,9
2013,543,8,350,41,M,1,9
2013,543,8,350,44,M,2,9
2013,543,8,350,51,M,1,9
2013,543,8,350,58,M,1,9
2013,543,8,350,70,F,1,9
2013,543,8,350,54,F,1,9
2013,543,8,350,47,F,1,9
2013,543,8,350,50,F,1,9
2013,543,8,350,67,F,1,9
2013,543,8,350,46,F,1,9
2013,543,8,350,44,F,1,9
2013,543,8,350,48,F,1,9
2013,543,8,350,49,F,1,9
2013,543,8,350,54,M,1,9
2013,543,8,350,52,M,2,9
2013,543,8,350,45,M,1,9
2013,543,8,350,42,M,2,9
2013,543,8,350,40,M,1,9
2013,543,8,350,34,M,1,9
2013,543,8,350,39,M,1,9
2013,543,8,350,41,M,1,9
2013,543,8,350,47,M,1,9
2013,543,8,350,64,M,1,9
2013,543,8,350,42,F,1,9
2013,543,8,350,61,F,1,9
2013,543,8,350,41,F,1,9
2013,543,8,350,30,F,1,9
2013,543,8,350,52,M,1,9
2008,542,1,330,43,M,2,2
2008,542,1,330,41,M,1,2
2008,542,1,330,43,F,2,2
2013,543,8,350,49,M,1,9
2013,543,8,350,53,F,1,9
2013,521,8,350,52,F,1,10
2013,521,8,350,61,F,1,10
2013,517,8,350,60,F,3,10
2013,517,8,350,55,M,1,10
2013,517,8,350,52,M,1,10
2013,517,8,350,41,M,1,10
2013,517,8,350,60,F,1,10
2013,517,8,350,64,F,1,10
2013,517,8,350,66,M,1,10
2013,517,8,350,54,F,1,10
2013,517,8,350,55,F,1,10
2013,521,8,350,52,F,1,10
2013,521,8,350,53,F,1,10
2013,521,8,350,48,M,1,10
2013,521,8,350,82,F,1,10
2013,521,8,350,53,F,1,10
2013,521,8,350,60,F,1,10
2013,521,8,350,43,M,1,10
2013,521,8,350,59,M,1,10
2013,521,8,350,55,M,1,10
2013,521,8,350,66,F,1,10
2013,521,8,350,52,F,1,10
2013,517,8,350,60,F,1,10
2013,517,8,350,56,M,1,10
2013,517,8,350,59,F,1,10
2013,517,8,350,63,F,1,10
2013,517,8,350,68,F,1,10
2013,517,8,350,46,F,1,10
2013,543,8,350,43,M,1,9
2013,543,8,350,49,F,1,9
2013,543,8,350,56,F,1,9
2013,543,8,350,41,F,1,9
2013,543,8,350,49,M,1,9
2013,543,8,350,48,M,1,9
2013,543,8,350,47,F,1,9
2013,543,8,350,50,F,1,9
2013,543,8,350,45,F,1,9
2013,543,8,350,46,F,1,9
2013,543,8,350,51,F,1,9
2013,543,8,350,41,F,1,9
2013,543,8,350,42,F,1,9
2013,543,8,350,49,M,1,9
2008,542,1,330,39,F,1,2
2008,542,1,330,43,F,1,2
2008,542,1,330,37,F,1,2
2008,542,1,330,43,F,1,2
2008,542,1,330,36,M,1,2
2008,542,1,330,40,F,1,2
2008,517,1,350,51,M,1,2
2008,517,1,350,52,M,1,2
2008,517,1,350,35,F,1,2
2008,517,1,350,36,F,1,2
2008,517,1,350,37,F,1,2
2008,517,1,350,39,F,1,2
2008,517,1,350,40,F,1,2
2008,517,1,350,41,F,2,2
2008,517,1,350,42,F,2,2
2008,517,1,350,43,F,1,2
2008,517,1,350,46,F,1,2
2008,517,1,350,26,U,1,2
2008,517,1,350,35,M,1,2
2008,517,1,350,37,M,1,2
2008,517,1,350,38,M,2,2
2008,517,1,350,39,M,2,2
2008,517,1,350,41,M,1,2
2008,517,1,350,44,M,1,2
2008,517,1,350,45,M,1,2
2008,517,1,350,34,F,1,2
2008,517,1,350,37,F,1,2
2008,517,1,350,40,F,3,2
2008,517,1,350,42,F,2,2
2008,517,1,350,43,F,1,2
2008,517,1,350,32,M,1,2
2008,517,1,350,35,M,1,2
2008,517,1,350,37,M,2,2
2008,517,1,350,39,M,2,2
2008,517,1,350,41,M,3,2
2008,517,1,350,43,M,1,2
2008,517,1,350,46,M,1,2
2008,517,1,350,36,F,2,2
2008,517,1,350,37,F,1,2
2008,517,1,350,40,F,2,2
2008,517,1,350,43,F,3,2
